,source,published,title,abstract,type,scrapper,label,query_date,query_pattern
348,Australian Government Department of Health,"Tue, 12 Jul 2022 07:00:00 GMT",PHLN COVID-19 publications - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
349,Australian Government Department of Health,"Thu, 07 Jul 2022 07:00:00 GMT",NSW Flooding Event – July 2022 - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
350,Australian Government Department of Health,"Tue, 19 Jul 2022 07:00:00 GMT","COVID-19 update from the Chief Medical Officer, Professor Paul Kelly - Australian Government Department of Health",null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
351,The Weekly SOURCE,"Thu, 28 Jul 2022 07:00:00 GMT","Labor introduces bumper aged care legislation to Parliament, including star ratings and 24/7 nurses - The Weekly SOURCE",null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
352,Australian Government Department of Health,"Tue, 26 Jul 2022 07:00:00 GMT",Researcher awarded for infection work | Health and Aged Care Portfolio Ministers - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
353,Australian Government Department of Health,"Fri, 01 Jul 2022 07:00:00 GMT","Doorstop at Parliament House, Canberra with Minister Butler on 1 July 2022 - Australian Government Department of Health",null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
354,HelloCare,"Fri, 15 Jul 2022 07:00:00 GMT",Extended overseas worker program to bring in more aged care workers - HelloCare,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
355,Australian Government Department of Health,"Tue, 26 Jul 2022 07:00:00 GMT","TV interview with Minister Wells and Kieran Gilbert, Afternoon Briefing, Sky News, on 26 July 2022 - Australian Government Department of Health",null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
356,Inside Ageing,"Tue, 05 Jul 2022 07:00:00 GMT",New online resource to promote diversity excellence in aged care - Inside Ageing,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
357,Healthcare IT News,"Thu, 21 Jul 2022 07:00:00 GMT","Northern Health to expand virtual ED access to COVID-19, aged care patients - Healthcare IT News",null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
358,Australian Ageing Agenda,"Thu, 28 Jul 2022 07:00:00 GMT",TLC diversifies into healthcare supplies – Australian Ageing Agenda - Australian Ageing Agenda,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
359,Australian Government Department of Health,"Fri, 29 Jul 2022 07:00:00 GMT",Address to the Pharmaceutical Society of Australia Annual Conference - 29 July 2022 - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
360,Australian Government Department of Health,"Fri, 08 Jul 2022 07:00:00 GMT",AHPPC statement on COVID-19 winter update and ongoing health protection measures to support our community - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
361,Mirage News,"Fri, 29 Jul 2022 07:00:00 GMT",PSA22: Federal Health Minister announces Onsite Aged Care Pharmacist Consultation Paper - Mirage News,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
362,Australian Ageing Agenda,"Thu, 21 Jul 2022 07:00:00 GMT",Course teaches aged care staff how to care for Forgotten Australians - Australian Ageing Agenda,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
363,HelloCare,"Thu, 21 Jul 2022 07:00:00 GMT",Government to prioritise foreign worker visas to bolster aged care workforce - HelloCare,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
364,Australian Government Department of Health,"Mon, 25 Jul 2022 07:00:00 GMT",It's DonateLife Week | Health and Aged Care Portfolio Ministers - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
365,Talking Aged Care,"Tue, 05 Jul 2022 07:00:00 GMT",Income Award changes and what it means for you - Talking Aged Care,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
366,Australian Ageing Agenda,"Wed, 06 Jul 2022 07:00:00 GMT",Young and old mix in new aged care project - Australian Ageing Agenda,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
367,The Weekly SOURCE,"Thu, 07 Jul 2022 07:00:00 GMT",Consolidation of the aged care sector the inevitable outcome of Govt’s reform agenda - The Weekly SOURCE,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
368,Australian Ageing Agenda,"Thu, 07 Jul 2022 07:00:00 GMT",Face recognition software helps aged care - Australian Ageing Agenda,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
369,HelloCare,"Tue, 19 Jul 2022 07:00:00 GMT",Aged care worker pleads guilty to neglecting her elderly mother - HelloCare,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
370,Australian Government Department of Health,"Sun, 03 Jul 2022 07:00:00 GMT",Sports stars urge Aussies to get behind the Great Registration Race for DonateLife Week - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
371,Australian Government Department of Health,"Fri, 08 Jul 2022 07:00:00 GMT",Coronavirus (COVID-19) at a glance – 8 July 2022 - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
372,Australian Government Department of Health,"Wed, 13 Jul 2022 07:00:00 GMT",One-Stop mental health hubs for families a step closer - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
373,National Indigenous Times,"Fri, 15 Jul 2022 07:00:00 GMT",Jody Currie gains Federal appointment to tackle 'discrimination' in aged care system - National Indigenous Times,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
374,Australian Government Department of Health,"Thu, 28 Jul 2022 07:00:00 GMT",Call to action: health sector to lead in healthier food and drink choices for visitors and staff - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
375,Australian Government Department of Health,"Wed, 27 Jul 2022 07:00:00 GMT",Coronavirus (COVID-19) at a glance – 26 July 2022 - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
376,ABC News,"Thu, 14 Jul 2022 07:00:00 GMT","Lyndoch Living nursing home needs government intervention to overcome audit failures, MP says - ABC News",null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
377,Media Statements,"Thu, 28 Jul 2022 07:00:00 GMT",Media Statement - Preferred proponent announced for redevelopment of heritage-listed Cottesloe Deaf School - Media Statements,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
378,The Australian Financial Review,"Sun, 24 Jul 2022 07:00:00 GMT","Of 60000 visa applicants in the queue, 32 are aged care nurses - The Australian Financial Review",null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
379,Australian Government Department of Health,"Fri, 22 Jul 2022 07:00:00 GMT","PHLN guidance on Monkeypox patient referral, specimen collection and test requesting for general practitioners and sexual health physicians - Australian Government Department of Health",null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
380,Australian Government Department of Health,"Fri, 22 Jul 2022 07:00:00 GMT",Coronavirus (COVID-19) – CDNA National Guidelines for Public Health Units - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
381,Australian Government Department of Health,"Mon, 11 Jul 2022 07:00:00 GMT",National Cervical Screening Program – What happens when my healthcare provider collects my sample - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
382,Herald Sun,"Thu, 28 Jul 2022 07:00:00 GMT",‘Scandalous failure’ with in-home care for elderly - Herald Sun,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
383,Australian Government Department of Health,"Thu, 28 Jul 2022 07:00:00 GMT",Chief Medical Officer's statement declaring monkeypox a Communicable Disease Incident of National Significance - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
384,Australian Government Department of Health,"Mon, 04 Jul 2022 07:00:00 GMT",Australian Government delivering life changing devices for Australians with Type 1 Diabetes - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
385,Herald Sun,"Sun, 10 Jul 2022 07:00:00 GMT",Covid sweeping through aged care homes - Herald Sun,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
386,Adelaide Advertiser,"Sun, 24 Jul 2022 07:00:00 GMT",Fee hikes for the ages: Senior South Aussies face tough new bills - Adelaide Advertiser,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
387,ABC News,"Mon, 04 Jul 2022 07:00:00 GMT",Aged care facility where 45 people died of COVID charged - ABC News,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
388,Australian Ageing Agenda,"Mon, 04 Jul 2022 07:00:00 GMT",Infinite Care adds three homes to its portfolio - Australian Ageing Agenda,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
389,The Weekly SOURCE,"Thu, 21 Jul 2022 07:00:00 GMT",Three Far North QLD councils identify land for privately-run 40-bed aged care home - The Weekly SOURCE,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
390,The Weekly SOURCE,"Thu, 14 Jul 2022 07:00:00 GMT",New ACCPA CEO “can’t think of a more important goal” than building sustainable future for aged care - The Weekly SOURCE,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
391,The Weekly SOURCE,"Thu, 28 Jul 2022 07:00:00 GMT",Sarah McLelland appointed interim CEO of Aged Care Workforce Industry Council - The Weekly SOURCE,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
392,The Weekly SOURCE,"Thu, 14 Jul 2022 07:00:00 GMT",NZ aged care sector refuses to sign Govt contract for 1.6% funding increase - The Weekly SOURCE,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-07-31+after:2022-07-01"
393,Australian Government Department of Health,"Tue, 14 Jun 2022 07:00:00 GMT","Your Aged Care update Issue 11, 2022 - Australian Government Department of Health",null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-06-30+after:2022-06-01"
394,Australian Government Department of Health,"Thu, 23 Jun 2022 07:00:00 GMT",My Aged Care provider Specialisation Verification - Aged care provider guidance manual - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-06-30+after:2022-06-01"
395,Australian Government Department of Health,"Wed, 29 Jun 2022 07:00:00 GMT","Your Aged Care update Issue 12, 2022 - Australian Government Department of Health",null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-06-30+after:2022-06-01"
396,News-Medical.Net,"Wed, 22 Jun 2022 07:00:00 GMT",Study highlights low use of mental health services in Australian residential aged care facilities - News-Medical.Net,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-06-30+after:2022-06-01"
397,Australian Government Department of Health,"Fri, 10 Jun 2022 07:00:00 GMT",Winter dose clinics for residents and eligible workers – aged care facilities - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-06-30+after:2022-06-01"
398,Australian Government Department of Health,"Wed, 22 Jun 2022 07:00:00 GMT",Extension of the COVID-19 Aged Care Support Program Extension Grant (GO4863) - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-06-30+after:2022-06-01"
399,Talking Aged Care,"Thu, 16 Jun 2022 07:00:00 GMT",Award wage rise a positive for aged care workers - Talking Aged Care,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-06-30+after:2022-06-01"
400,Talking Aged Care,"Tue, 28 Jun 2022 07:00:00 GMT",Staff shortages in aged care have doubled in 12 months - Talking Aged Care,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-06-30+after:2022-06-01"
401,Australian Government Department of Health,"Mon, 06 Jun 2022 07:00:00 GMT","Interview with Leila McKinnon and Charles Croucher, Today - 6 June 2022 - Australian Government Department of Health",null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-06-30+after:2022-06-01"
402,SBS News,"Sun, 05 Jun 2022 07:00:00 GMT",'We haven't valued people enough': New aged care minister outlines plans for sector reform - SBS News,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-06-30+after:2022-06-01"
403,Australian Government Department of Health,"Thu, 23 Jun 2022 07:00:00 GMT",Minister Butler press conference at Parliament House - 22 June 2022 - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-06-30+after:2022-06-01"
404,ABC News,"Tue, 14 Jun 2022 07:00:00 GMT",Regional aged care residents still struggling to access GPs more than a year after royal commission final report - ABC News,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-06-30+after:2022-06-01"
405,Healthcare IT News,"Thu, 09 Jun 2022 07:00:00 GMT",Aged Care Technology Consortium launched for coordinated senior care - Healthcare IT News,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-06-30+after:2022-06-01"
406,The Guardian Australia,"Tue, 14 Jun 2022 07:00:00 GMT",Only 50% of aged care residents are fully boosted against Covid with vaccine rollout labelled ‘too slow’ - The Guardian Australia,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-06-30+after:2022-06-01"
407,University of Sydney,"Mon, 06 Jun 2022 07:00:00 GMT",How to complain about aged care and get the result you want - University of Sydney,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-06-30+after:2022-06-01"
408,National Seniors,"Thu, 23 Jun 2022 07:00:00 GMT",Aged care workers get wage rise - National Seniors,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-06-30+after:2022-06-01"
409,HelloCare,"Mon, 06 Jun 2022 07:00:00 GMT","Aged care workers miss out on $3,000 bonus payment - HelloCare",null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-06-30+after:2022-06-01"
410,Australian Government Department of Health,"Fri, 24 Jun 2022 07:00:00 GMT",Award changes and the impact on the Home Care Packages Program - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-06-30+after:2022-06-01"
411,The Mandarin,"Thu, 16 Jun 2022 07:00:00 GMT",Commission reminds aged care providers of duty to respond to abuse and neglect - The Mandarin,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-06-30+after:2022-06-01"
412,Healthcare IT News,"Thu, 02 Jun 2022 07:00:00 GMT","Third Age Health brings clinicians, aged care partners to Celo's communications platform - Healthcare IT News",null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-06-30+after:2022-06-01"
413,HelloCare,"Tue, 07 Jun 2022 07:00:00 GMT",“We haven’t valued people enough”: New minister outlines plans for aged care - HelloCare,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-06-30+after:2022-06-01"
414,Australian Government Department of Health,"Fri, 03 Jun 2022 07:00:00 GMT",Award-winning healthcare for Western Desert communities - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-06-30+after:2022-06-01"
415,HelloCare,"Tue, 21 Jun 2022 07:00:00 GMT",Breaking: NSW budget announced – aged care workers miss out again - HelloCare,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-06-30+after:2022-06-01"
416,The Guardian Australia,"Fri, 10 Jun 2022 07:00:00 GMT",Australia’s aged care homes urged to speed up fourth-dose Covid boosters as outbreaks and deaths rise - The Guardian Australia,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-06-30+after:2022-06-01"
417,Australian Ageing Agenda,"Wed, 22 Jun 2022 07:00:00 GMT",Aged care staff present grim evidence to FWC - Australian Ageing Agenda,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-06-30+after:2022-06-01"
418,7NEWS,"Wed, 01 Jun 2022 07:00:00 GMT",Worried families ditch aged care for home - 7NEWS,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2022-06-30+after:2022-06-01"
