,rec_id,title_bigrams
11950,1814,acquires -bed
11951,1814,-bed stand-alone
11952,1814,stand-alone private
11953,1814,private home
11954,1814,home melbournethe
11955,1814,melbournethe weekly
11956,1814,weekly source
11957,1815,innovative cottage-style
11958,1815,cottage-style dementia
11959,1815,dementia planned
11960,1815,planned south
11961,1815,south australias
11962,1815,australias repat
11963,1815,repat precinctinside
11964,1815,precinctinside ageing
11965,1816,unit closure
11966,1816,closure leaves
11967,1816,leaves elderly
11968,1816,elderly residents
11969,1816,residents needing
11970,1816,needing new
11971,1816,new homethe
11972,1816,homethe cairns
11973,1816,cairns post
11974,1817,wylies tanarra
11975,1817,tanarra capital
11976,1817,capital buys
11977,1817,buys software
11978,1817,software group
11979,1817,group metricsthe
11980,1817,metricsthe australian
11981,1817,australian financial
11982,1817,financial review
11983,1818,australias olympic
11984,1818,olympic athletes
11985,1818,athletes granted
11986,1818,granted access
11987,1818,access covid-
11988,1818,covid- vaccinesaustralian
11989,1819,quadrant snaffles
11990,1819,snaffles lets
11991,1819,lets get
11992,1819,get create
11993,1819,create home
11994,1819,home giantthe
11995,1819,giantthe australian
11996,1819,australian financial
11997,1819,financial review
11998,1820,archbishop luxury
11999,1820,luxury pad
12000,1820,pad covid-ravaged
12001,1820,covid-ravaged homeabc
12002,1820,homeabc news
12003,1821,media statementsconnecting
12004,1821,statementsconnecting growing
12005,1821,growing disability
12006,1821,disability sector
12007,1821,sector job-ready
12008,1821,job-ready workersmedia
12009,1821,workersmedia statements
12010,1822,next months
12011,1822,months federal
12012,1822,federal budget
12013,1822,budget time
12014,1822,time stop
12015,1822,stop talking
12016,1822,talking start
12017,1822,start fixing
12018,1822,fixing itthe
12019,1822,itthe conversation
12020,1823,press conference
12021,1823,conference minister
12022,1823,minister hunt
12023,1823,hunt professor
12024,1823,professor john
12025,1823,john skerritt
12026,1823,skerritt covid-
12027,1823,covid- vaccine
12028,1823,vaccine rollout.australian
12029,1824,historic pbs
12030,1824,pbs listing
12031,1824,listing australians
12032,1824,australians rare
12033,1824,rare epilepsy
12034,1824,epilepsy conditionaustralian
12035,1825,secretary dr
12036,1825,dr brendan
12037,1825,brendan murphy
12038,1825,murphy interview
12039,1825,interview aw
12040,1825,aw april
12041,1825,april australian
12042,1826,japara suitor
12043,1826,suitor sends
12044,1826,sends stocks
12045,1826,stocks flyingsydney
12046,1826,flyingsydney morning
12047,1826,morning herald
12048,1827,like dont
12049,1827,dont exist
12050,1827,exist workers
12051,1827,workers denied
12052,1827,denied second
12053,1827,second pfizer
12054,1827,pfizer shotsydney
12055,1827,shotsydney morning
12056,1827,morning herald
12057,1828,wa police
12058,1828,police investigate
12059,1828,investigate death
12060,1828,death elderly
12061,1828,elderly woman
12062,1828,woman regis
12063,1828,regis home
12064,1828,home nedlandsabc
12065,1828,nedlandsabc news
12066,1829,nursing midwifery
12067,1829,midwifery federation
12068,1829,federation advocates
12069,1829,advocates increased
12070,1829,increased support
12071,1829,support residents
12072,1829,residents via
12073,1829,via shannon
12074,1829,shannon companybt
12075,1830,clinical support
12076,1830,support platform
12077,1830,platform improves
12078,1830,improves staff
12079,1830,staff efficiency
12080,1830,efficiency qualityaustralian
12081,1830,qualityaustralian ageing
12082,1830,ageing agenda
12083,1831,flawed arguments
12084,1831,arguments abandoning
12085,1831,abandoning aged-care
12086,1831,aged-care radssydney
12087,1831,radssydney morning
12088,1831,morning herald
12089,1832,interview dr
12090,1832,dr ross
12091,1832,ross walker
12092,1832,walker gb
12093,1832,gb healthy
12094,1832,healthy living
12095,1832,living covid-
12096,1832,covid- vaccine
12097,1832,vaccine roll
12098,1832,roll outaustralian
12099,1833,unitingcare runs
12100,1833,runs wesley
12101,1833,wesley st
12102,1833,st andrews
12103,1833,andrews hospitals
12104,1833,hospitals brisbane
12105,1833,brisbane hit
12106,1833,hit cyber
12107,1833,cyber attackabc
12108,1833,attackabc news
12109,1834,rockpool unveils
12110,1834,unveils green
12111,1834,green developmentaustralian
12112,1834,developmentaustralian ageing
12113,1834,ageing agenda
12114,1835,coronavirus vaccine
12115,1835,vaccine rollout
12116,1835,rollout .
12117,1835,. per
12118,1835,per cent
12119,1835,cent disability
12120,1835,disability residents
12121,1835,residents received
12122,1835,received vaccinethe
12123,1835,vaccinethe canberra
12124,1835,canberra times
12125,1836,brightwater appoints
12126,1836,appoints kelly
12127,1836,kelly worlock
12128,1836,worlock cooaustralian
12129,1836,cooaustralian ageing
12130,1836,ageing agenda
12131,1837,female ceo
12132,1837,ceo australian
12133,1837,australian hospital
12134,1837,hospital healthcare
12135,1837,healthcare bulletin
12136,1838,pandemic hit
12137,1838,hit australias
12138,1838,australias fastest-growing
12139,1838,fastest-growing migrant
12140,1838,migrant groupmonash
12141,1838,groupmonash lens
12142,1839,respect acquires
12143,1839,acquires lithgow
12144,1839,lithgow facility
12145,1839,facility lost
12146,1839,lost accreditation
12147,1839,accreditation went
12148,1839,went voluntary
12149,1839,voluntary administrationthe
12150,1839,administrationthe weekly
12151,1839,weekly source
12152,1840,sharing covid-
12153,1840,covid- vaccines
12154,1840,vaccines neighbours
12155,1840,neighbours australian
12156,1840,australian minister
12157,1840,minister foreign
12158,1840,foreign affairsminister
12159,1840,affairsminister foreign
12160,1840,foreign affairs
12161,1841,keith community
12162,1841,community two
12163,1841,two years
12164,1841,years certainty
12165,1841,certainty services
12166,1841,services million
12167,1841,million securedabc
12168,1841,securedabc news
12169,1842,stis rise
12170,1842,rise among
12171,1842,among older
12172,1842,older australiansthe
12173,1842,australiansthe donaldson
12174,1842,donaldson sistersthe
12175,1842,sistersthe donaldson
12176,1842,donaldson sisters
12177,1843,press conference
12178,1843,conference minister
12179,1843,minister hunt
12180,1843,hunt commodore
12181,1843,commodore eric
12182,1843,eric young
12183,1843,young royal
12184,1843,royal australian
12185,1843,australian navy
12186,1843,navy operations
12187,1843,operations co-ordinator
12188,1843,co-ordinator vaccine
12189,1843,vaccine operations
12190,1843,operations centre
12191,1843,centre update
12192,1843,update covid-
12193,1843,covid- casesaustralian
12194,1844,bene plans
12195,1844,plans redevelopment
12196,1844,redevelopment ageing
12197,1844,ageing adelaide
12198,1844,adelaide homethe
12199,1844,homethe weekly
12200,1844,weekly source
12201,1845,lgbtq elderly
12202,1845,elderly face
12203,1845,face abuse
12204,1845,abuse royal
12205,1845,royal commission
12206,1845,commission let
12207,1845,let downsydney
12208,1845,downsydney morning
12209,1845,morning herald
12210,1846,shamblic staffing
12211,1846,staffing somersets
12212,1846,somersets yaraandoo
12213,1846,yaraandoo worst
12214,1846,worst situation
12215,1846,situation hacsu
12216,1846,hacsu secretary
12217,1846,secretary robbie
12218,1846,robbie moore
12219,1846,moore ever
12220,1846,ever seenthe
12221,1846,seenthe advocate
12222,1847,shane moran
12223,1847,moran reveals
12224,1847,reveals latest
12225,1847,latest luxury
12226,1847,luxury seven-apartment
12227,1847,seven-apartment home
12228,1847,home sydneys
12229,1847,sydneys rocks
12230,1847,rocks priced
12231,1847,priced mthe
12232,1847,mthe weekly
12233,1847,weekly source
12234,1848,sunni spaniel
12235,1848,spaniel visits
12236,1848,visits mackay
12237,1848,mackay ozcare
12238,1848,ozcare residentscourier
12239,1848,residentscourier mail
12240,1849,australian national
12241,1849,national classification
12242,1849,classification an-acc
12243,1849,an-acc appaustralian
12244,1850,four key
12245,1850,key takeaways
12246,1850,takeaways royal
12247,1850,royal commissions
12248,1850,commissions final
12249,1850,final reportabc
12250,1850,reportabc news
12251,1851,four five
12252,1851,five residents
12253,1851,residents risk
12254,1851,risk worst
12255,1851,worst outcomes
12256,1851,outcomes covid-australian
12257,1851,covid-australian ageing
12258,1851,ageing agenda
12259,1852,new group
12260,1852,group launches
12261,1852,launches improve
12262,1852,improve qualityaustralian
12263,1852,qualityaustralian ageing
12264,1852,ageing agenda
12265,1853,allied often
12266,1853,often considered
12267,1853,considered luxury
12268,1853,luxury could
12269,1853,could crucial
12270,1853,crucial reform
12271,1853,reform experts
12272,1853,experts sayabc
12273,1853,sayabc news
12274,1854,years healthaustralian
12275,1855,calls embed
12276,1855,embed digital
12277,1855,digital specialists
12278,1855,specialists workforce
12279,1855,workforce simplify
12280,1855,simplify technologyaustralian
12281,1855,technologyaustralian ageing
12282,1855,ageing agenda
12283,1856,epidemiology clinical
12284,1856,clinical features
12285,1856,features covid-
12286,1856,covid- outbreaks
12287,1856,outbreaks facilities
12288,1856,facilities systematic
12289,1856,systematic review
12290,1856,review meta-analysisthe
12291,1856,meta-analysisthe lancet
12292,1857,tech could
12293,1857,could help
12294,1857,help fix
12295,1857,fix australias
12296,1857,australias broken
12297,1857,broken systemcrn
12298,1857,systemcrn australia
12299,1858,million national
12300,1858,national mental
12301,1858,mental research
12302,1858,research centre
12303,1858,centre portfolio
12304,1858,portfolio ministersaustralian
12305,1859,maggie beer
12306,1859,beer foundation
12307,1859,foundation calls
12308,1859,calls better
12309,1859,better food
12310,1859,food nutrition
12311,1859,nutrition careinside
12312,1859,careinside ageing
12313,1860,rc calls
12314,1860,calls mandate
12315,1860,mandate digital
12316,1860,digital systemsaustralian
12317,1860,systemsaustralian ageing
12318,1860,ageing agenda
12319,1861,flood information
12320,1861,information supportaustralian
12321,1862,bupa swings
12322,1862,swings back
12323,1862,back black
12324,1862,black still
12325,1862,still pressurethe
12326,1862,pressurethe australian
12327,1862,australian financial
12328,1862,financial review
12329,1863,taking new
12330,1863,new medical
12331,1863,medical devices
12332,1863,devices discovery
12333,1863,discovery manufactureaustralian
12334,1864,metrics expands
12335,1864,expands retirement
12336,1864,retirement livingaustralian
12337,1864,livingaustralian ageing
12338,1864,ageing agenda
12339,1865,phase b
12340,1865,b covid-
12341,1865,covid- vaccination
12342,1865,vaccination rollout
12343,1865,rollout begins
12344,1865,begins portfolio
12345,1865,portfolio ministersaustralian
12346,1866,first adult
12347,1866,adult mental
12348,1866,mental centre
12349,1866,centre opens
12350,1866,opens adelaideaustralian
12351,1867,study highlights
12352,1867,highlights missed
12353,1867,missed due
12354,1867,due difficulties
12355,1867,difficulties prioritiseaustralian
12356,1867,prioritiseaustralian ageing
12357,1867,ageing agenda
12358,1868,acfa proposes
12359,1868,proposes keeping
12360,1868,keeping radsaustralian
12361,1868,radsaustralian ageing
12362,1868,ageing agenda
12363,1869,coalitions neglect
12364,1869,neglect sickens
12365,1869,sickens sectorindependent
12366,1869,sectorindependent australia
12367,1870,. million
12368,1870,million support
12369,1870,support australians
12370,1870,australians diabetes
12371,1870,diabetes portfolio
12372,1870,portfolio ministersaustralian
12373,1871,askmbs advisory
12374,1871,advisory allied
12375,1871,allied services
12376,1871,services part
12377,1871,part chronic
12378,1871,chronic disease
12379,1871,disease managementaustralian
12380,1872,thompson set
12381,1872,set officially
12382,1872,officially open
12383,1872,open th
12384,1872,th home
12385,1872,home northwest
12386,1872,northwest sydneythe
12387,1872,sydneythe weekly
12388,1872,weekly source
12389,1873,consultation open
12390,1873,open draft
12391,1873,draft national
12392,1873,national preventive
12393,1873,preventive strategyaustralian
12394,1874,aboriginal torres
12395,1874,torres strait
12396,1874,strait islander
12397,1874,islander partnership
12398,1874,partnership forums
12399,1874,forums update
12400,1874,update march
12401,1874,march australian
12402,1875,maggie beer
12403,1875,beer foundation
12404,1875,foundation calls
12405,1875,calls improved
12406,1875,improved food
12407,1875,food nutrition
12408,1875,nutrition carethe
12409,1875,carethe donaldson
12410,1875,donaldson sistersthe
12411,1875,sistersthe donaldson
12412,1875,donaldson sisters
12413,1876,australians next
12414,1876,next line
12415,1876,line covid-
12416,1876,covid- vaccinetalking
12417,1877,campaign aims
12418,1877,aims attract
12419,1877,attract thousands
12420,1877,thousands new
12421,1877,new recruitsaustralian
12422,1877,recruitsaustralian ageing
12423,1877,ageing agenda
12424,1878,tone tuesday
12425,1878,tuesday design
12426,1878,design carearchitecture
12427,1878,carearchitecture design
12428,1879,home sanctioned
12429,1879,sanctioned putting
12430,1879,putting patients
12431,1879,patients riskadelaide
12432,1879,riskadelaide advertiser
12433,1880,new campaign
12434,1880,campaign workforce
12435,1880,workforce industry
12436,1880,industry council
12437,1880,council aims
12438,1880,aims boost
12439,1880,boost workforcemumbrella
12440,1881,public release
12441,1881,release employee
12442,1881,employee census
12443,1881,census resultsaustralian
12444,1882,million development
12445,1882,development innovative
12446,1882,innovative therapies
12447,1882,therapies mental
12448,1882,mental illnessaustralian
12449,1883,virtual reality
12450,1883,reality brings
12451,1883,brings new
12452,1883,new experiences
12453,1883,experiences people
12454,1883,people residential
12455,1883,residential carehave
12456,1883,carehave go
12457,1883,go news
12458,1884,asx shares
12459,1884,shares focus
12460,1884,focus final
12461,1884,final results
12462,1884,results royal
12463,1884,royal commission
12464,1884,commission releasedthe
12465,1884,releasedthe motley
12466,1884,motley fool
12467,1884,fool australia
12468,1885,press conference
12469,1885,conference canberra
12470,1885,canberra maeves
12471,1885,maeves law
12472,1885,law covid-
12473,1885,covid- vaccine
12474,1885,vaccine rollout
12475,1885,rollout assistance
12476,1885,assistance papua
12477,1885,papua new
12478,1885,new guineaaustralian
12479,1886,greater shepparton
12480,1886,shepparton city
12481,1886,city council
12482,1886,council looks
12483,1886,looks buy
12484,1886,buy closed
12485,1886,closed home
12486,1886,home regional
12487,1886,regional victoriathe
12488,1886,victoriathe weekly
12489,1886,weekly source
12490,1887,early advice
12491,1887,advice influenza
12492,1887,influenza vaccinationaustralian
12493,1888,nearly mil
12494,1888,mil grants
12495,1888,grants shared
12496,1888,shared among
12497,1888,among dementia
12498,1888,dementia research
12499,1888,research projectstalking
12500,1889,attributable australian
12501,1889,australian chief
12502,1889,chief medical
12503,1889,medical officer
12504,1889,officer professor
12505,1889,professor paul
12506,1889,paul kellyaustralian
12507,1890,bethanie turns
12508,1890,turns sod
12509,1890,sod million
12510,1890,million dalyellup
12511,1890,dalyellup home
12512,1890,home last
12513,1890,last big
12514,1890,big boxthe
12515,1890,boxthe weekly
12516,1890,weekly source
12517,1891,atagi statement
12518,1891,statement clinical
12519,1891,clinical guidance
12520,1891,guidance astrazeneca
12521,1891,astrazeneca covid-
12522,1891,covid- vaccine
12523,1891,vaccine following
12524,1891,following european
12525,1891,european medicines
12526,1891,medicines agency
12527,1891,agency ema
12528,1891,ema safety
12529,1891,safety reviewaustralian
12530,1892,doorstop interview
12531,1892,interview vaccine
12532,1892,vaccine rollout
12533,1892,rollout vaccine
12534,1892,vaccine safetyaustralian
12535,1893,unions lobby
12536,1893,lobby mps
12537,1893,mps workforce
12538,1893,workforce reformaustralian
12539,1893,reformaustralian ageing
12540,1893,ageing agenda
12541,1894,castlemaine healths
12542,1894,healths ellery
12543,1894,ellery house
12544,1894,house home
12545,1894,home lockded
12546,1894,lockded downbendigo
12547,1894,downbendigo advertiser
12548,1895,half homes
12549,1895,homes still
12550,1895,still operating
12551,1895,operating lossaustralian
12552,1895,lossaustralian ageing
12553,1895,ageing agenda
12554,1896,coronavirus queensland
12555,1896,queensland brisbane
12556,1896,brisbane hospitals
12557,1896,hospitals placed
12558,1896,placed lockdown
12559,1896,lockdown princess
12560,1896,princess alexandra
12561,1896,alexandra hospital
12562,1896,hospital brisbane
12563,1896,brisbane covid-
12564,1896,covid- casenews.com.au
12565,1897,microscope australias
12566,1897,australias efforts
12567,1897,efforts curb
12568,1897,curb antimicrobial
12569,1897,antimicrobial resistanceaustralian
12570,1898,nurses call
12571,1898,call dignity
12572,1898,dignity carethe
12573,1898,carethe flinders
12574,1898,flinders news
12575,1899,covid- cluster
12576,1899,cluster new
12577,1899,new zealandaustralian
12578,1900,gaps grannys
12579,1900,grannys leg
12580,1900,leg rotted
12581,1900,rotted awaycourier
12582,1900,awaycourier mail
12583,1901,giving back
12584,1901,back career
12585,1901,career careinside
12586,1901,careinside ageing
12587,1902,officials investigating
12588,1902,investigating deaths
12589,1902,deaths two
12590,1902,two port
12591,1902,port macquarie
12592,1902,macquarie residents
12593,1902,residents died
12594,1902,died receiving
12595,1902,receiving covid-
12596,1902,covid- vaccinethe
12597,1902,vaccinethe weekly
12598,1902,weekly source
12599,1903,meeting demand
12600,1903,demand vacant
12601,1903,vacant cbd
12602,1903,cbd office
12603,1903,office towerscommercial
12604,1903,towerscommercial real
12605,1903,real estate
12606,1903,estate news
12607,1904,fall monitoring
12608,1904,monitoring system
12609,1904,system ready
12610,1904,ready trialsaustralian
12611,1904,trialsaustralian ageing
12612,1904,ageing agenda
12613,1905,local gps
12614,1905,gps board
12615,1905,board roll
12616,1905,roll covid-
12617,1905,covid- vaccinesaustralian
12618,1906,aged-care industry
12619,1906,industry aims
12620,1906,aims attract
12621,1906,attract workers
12622,1906,workers job
12623,1906,job security
12624,1906,security personal
12625,1906,personal satisfactionabc
12626,1906,satisfactionabc news
12627,1907,daily meal
12628,1907,meal budget
12629,1907,budget causing
12630,1907,causing staggering
12631,1907,staggering malnutrition
12632,1907,malnutrition caresydney
12633,1907,caresydney morning
12634,1907,morning herald
12635,1908,provider admits
12636,1908,admits flaws
12637,1908,flaws brisbane
12638,1908,brisbane grandmother
12639,1908,grandmother died
12640,1908,died horrific
12641,1908,horrific sepsisnews.com.au
12642,1909,signature opens
12643,1909,opens -room
12644,1909,-room home
12645,1909,home north
12646,1909,north brisbane
12647,1909,brisbane th
12648,1909,th queenslandthe
12649,1909,queenslandthe weekly
12650,1909,weekly source
12651,1910,atagi statement
12652,1910,statement response
12653,1910,response european
12654,1910,european decisions
12655,1910,decisions astrazeneca
12656,1910,astrazeneca vaccineaustralian
12657,1911,landmark pbs
12658,1911,pbs medicines
12659,1911,medicines listings
12660,1911,listings provide
12661,1911,provide hope
12662,1911,hope thousands
12663,1911,thousands australiansaustralian
12664,1912,manager glenara
12665,1912,glenara lakes
12666,1912,lakes residential
12667,1912,residential facility
12668,1912,facility tasmania
12669,1912,tasmania suspended
12670,1912,suspended pending
12671,1912,pending investigation
12672,1912,investigation alleged
12673,1912,alleged harassment
12674,1912,harassment staffthe
12675,1912,staffthe weekly
12676,1912,weekly source
12677,1913,bristar group
12678,1913,group lodges
12679,1913,lodges plans
12680,1913,plans home
12681,1913,home childcare
12682,1913,childcare centre
12683,1913,centre adjacent
12684,1913,adjacent lots
12685,1913,lots brisbanethe
12686,1913,brisbanethe weekly
12687,1913,weekly source
12688,1914,track covid-
12689,1914,covid- vaccines
12690,1914,vaccines roll
12691,1914,roll rural
12692,1914,rural remote
12693,1914,remote australiaaustralian
12694,1915,amaroo ceo
12695,1915,ceo david
12696,1915,david fenwick
12697,1915,fenwick announces
12698,1915,announces retirementaustralian
12699,1915,retirementaustralian ageing
12700,1915,ageing agenda
12701,1916,covid- vaccination
12702,1916,vaccination poster
12703,1916,poster aboriginal
12704,1916,aboriginal torres
12705,1916,torres strait
12706,1916,strait islander
12707,1916,islander vaccine
12708,1916,vaccine providersaustralian
12709,1917,maggie beer
12710,1917,beer foundation
12711,1917,foundation shares
12712,1917,shares food
12713,1917,food recommendations
12714,1917,recommendations following
12715,1917,following report
12716,1917,report findingsabc
12717,1917,findingsabc news
12718,1918,home providers
12719,1918,providers hold
12720,1918,hold close
12721,1918,close .b
12722,1918,.b unspent
12723,1918,unspent fundsaustralian
12724,1918,fundsaustralian ageing
12725,1918,ageing agenda
12726,1919,micro-town gives
12727,1919,gives people
12728,1919,people cognitive
12729,1919,cognitive impairment
12730,1919,impairment dementia
12731,1919,dementia independence
12732,1919,independence social
12733,1919,social engagementabc
12734,1919,engagementabc news
12735,1920,new zealand
12736,1920,zealand continuum
12737,1920,continuum retirement
12738,1920,retirement villages
12739,1920,villages house
12740,1920,house population
12741,1920,population compound
12742,1920,compound growththe
12743,1920,growththe weekly
12744,1920,weekly source
12745,1921,good governance
12746,1921,governance food
12747,1921,food safety
12748,1921,safety managementaustralian
12749,1921,managementaustralian hospital
12750,1921,hospital healthcare
12751,1921,healthcare bulletin
12752,1922,therapeutic goods
12753,1922,goods administration
12754,1922,administration adj.
12755,1922,adj. professor
12756,1922,professor john
12757,1922,john skerritts
12758,1922,skerritts interview
12759,1922,interview abc
12760,1922,abc news
12761,1922,news breakfast
12762,1922,breakfast march
12763,1922,march australian
12764,1923,japara nears
12765,1923,nears completion
12766,1923,completion million
12767,1923,million flagship
12768,1923,flagship corymbia
12769,1923,corymbia home
12770,1923,home northern
12771,1923,northern beaches
12772,1923,beaches sydneythe
12773,1923,sydneythe weekly
12774,1923,weekly source
12775,1924,oryx communities
12776,1924,communities gets
12777,1924,gets approval
12778,1924,approval luxury
12779,1924,luxury home
12780,1924,home perth
12781,1924,perth new
12782,1924,new planning
12783,1924,planning lawsthe
12784,1924,lawsthe weekly
12785,1924,weekly source
12786,1925,nurses stand
12787,1925,stand aged-care
12788,1925,aged-care minimum
12789,1925,minimum staffingotago
12790,1925,staffingotago daily
12791,1925,daily times
12792,1926,mercy welcomes
12793,1926,welcomes reform
12794,1926,reform wyndhamwyndham
12795,1926,wyndhamwyndham star
12796,1926,star weekly
12797,1927,new program
12798,1927,program provide
12799,1927,provide tasmanians
12800,1927,tasmanians disability
12801,1927,disability support
12802,1927,support trainingpremier
12803,1927,trainingpremier tasmania
12804,1928,covid- vaccination
12805,1928,vaccination appointments
12806,1928,appointments available
12807,1928,available gp-led
12808,1928,gp-led respiratory
12809,1928,respiratory clinics
12810,1928,clinics march
12811,1928,march australian
12812,1929,finance group
12813,1929,group pushes
12814,1929,pushes ahead
12815,1929,ahead plans
12816,1929,plans build
12817,1929,build facility
12818,1929,facility century-old
12819,1929,century-old brisbane
12820,1929,brisbane homesteadthe
12821,1929,homesteadthe weekly
12822,1929,weekly source
12823,1930,voluntary industry
12824,1930,industry code
12825,1930,code practice
12826,1930,practice portfolio
12827,1930,portfolio ministersaustralian
12828,1931,lifestyle officers
12829,1931,officers provide
12830,1931,provide allied
12831,1931,allied hours
12832,1931,hours surveyaustralian
12833,1931,surveyaustralian ageing
12834,1931,ageing agenda
12835,1932,ensuring senior
12836,1932,senior australians
12837,1932,australians vaccinated
12838,1932,vaccinated covid-
12839,1932,covid- portfolio
12840,1932,portfolio ministersaustralian
12841,1933,providers say
12842,1933,say allied
12843,1933,allied proposal
12844,1933,proposal needs
12845,1933,needs improvingaustralian
12846,1933,improvingaustralian ageing
12847,1933,ageing agenda
12848,1934,covid- vaccination
12849,1934,vaccination resource
12850,1934,resource pack
12851,1934,pack residential
12852,1934,residential careaustralian
12853,1935,new data
12854,1935,data hospitalisation
12855,1935,hospitalisation rates
12856,1935,rates show
12857,1935,show significant
12858,1935,significant problem
12859,1935,problem areas
12860,1935,areas residential
12861,1935,residential carethe
12862,1935,carethe conversation
12863,1936,providers spending
12864,1936,spending day
12865,1936,day allied
12866,1936,allied services
12867,1936,services stewartbrown
12868,1936,stewartbrown survey
12869,1936,survey hours
12870,1936,hours provided
12871,1936,provided lifestyle
12872,1936,lifestyle officersthe
12873,1936,officersthe weekly
12874,1936,weekly source
12875,1937,first covid-
12876,1937,covid- vaccinations
12877,1937,vaccinations australiaaustralian
12878,1938,newsgpcovid vaccine
12879,1938,vaccine consent
12880,1938,consent residentsracgp
12881,1939,children regis
12882,1939,regis facility
12883,1939,facility residents
12884,1939,residents died
12885,1939,died speak
12886,1939,speak culture
12887,1939,culture neglectabc
12888,1939,neglectabc news
12889,1940,covid- vaccine
12890,1940,vaccine social
12891,1940,social media
12892,1940,media image
12893,1940,image national
12894,1940,national roll
12895,1940,roll residential
12896,1940,residential facility
12897,1940,facility residentsaustralian
12898,1941,sanctions multicultural
12899,1941,multicultural illawarra
12900,1941,illawarra due
12901,1941,due severe
12902,1941,severe risk
12903,1941,risk residentsthe
12904,1941,residentsthe weekly
12905,1941,weekly source
12906,1942,snap quality
12907,1942,quality inspections
12908,1942,inspections reveal
12909,1942,reveal serious
12910,1942,serious failings
12911,1942,failings qld
12912,1942,qld homeshellocare
12913,1943,managers medical
12914,1943,medical training
12915,1943,training experience
12916,1943,experience unravelling
12917,1943,unravelling serviceshellocare
12918,1944,nurse disgusted
12919,1944,disgusted system
12920,1944,system worries
12921,1944,worries royal
12922,1944,royal commission
12923,1944,commission report
12924,1944,report too-hard
12925,1944,too-hard basketabc
12926,1944,basketabc news
12927,1945,funding support
12928,1945,support surf
12929,1945,surf life
12930,1945,life saving
12931,1945,saving across
12932,1945,across australiaaustralian
12933,1946,new online
12934,1946,online tool
12935,1946,tool help
12936,1946,help navigate
12937,1946,navigate ivf
12938,1946,ivf portfolio
12939,1946,portfolio ministersaustralian
12940,1947,healthcare australia
12941,1947,australia vaccination
12942,1947,vaccination issueaustralian
12943,1948,dp jones
12944,1948,jones home
12945,1948,home sale
12946,1948,sale propped
12947,1948,propped k
12948,1948,k fed
12949,1948,fed govt
12950,1948,govt funding
12951,1948,funding still
12952,1948,still covering
12953,1948,covering coststhe
12954,1948,coststhe weekly
12955,1948,weekly source
12956,1949,doorstop interview
12957,1949,interview covid-
12958,1949,covid- vaccine
12959,1949,vaccine rollout
12960,1949,rollout february
12961,1949,february australian
12962,1950,death taxes
12963,1950,taxes royal
12964,1950,royal commissionthe
12965,1950,commissionthe conversation
12966,1951,increasing ovarian
12967,1951,ovarian cancer
12968,1951,cancer support
12969,1951,support portfolio
12970,1951,portfolio ministersaustralian
12971,1952,abcs qa
12972,1952,qa leaves
12973,1952,leaves host
12974,1952,host panel
12975,1952,panel tearshellocare
12976,1953,help people
12977,1953,people hear
12978,1953,hear betteraustralian
12979,1954,abc news
12980,1954,news investigationabc
12981,1954,investigationabc iview
12982,1955,national study
12983,1955,study mental
12984,1955,mental wellbeing
12985,1955,wellbeing gets
12986,1955,gets underwayaustralian
12987,1956,national standard
12988,1956,standard operating
12989,1956,operating procedures
12990,1956,procedures clinical
12991,1956,clinical trialsaustralian
12992,1957,tasmanias glenara
12993,1957,glenara lakes
12994,1957,lakes centre
12995,1957,centre manager
12996,1957,manager stood
12997,1957,stood allegations
12998,1957,allegations staff
12999,1957,staff harassmentabc
13000,1957,harassmentabc news
13001,1958,mark butler
13002,1958,butler back
13003,1958,back labor
13004,1958,labor reshufflethe
13005,1958,reshufflethe weekly
13006,1958,weekly source
13007,1959,covid- pfizer
13008,1959,pfizer vaccine
13009,1959,vaccine incorrectly
13010,1959,incorrectly administered
13011,1959,administered two
13012,1959,two patients
13013,1959,patients brisbane
13014,1959,brisbane homeabc
13015,1959,homeabc news
13016,1960,co-op model
13017,1960,model restore
13018,1960,restore dignity
13019,1960,dignity opinionaustralian
13020,1960,opinionaustralian ageing
13021,1960,ageing agenda
13022,1961,medicare bulk
13023,1961,bulk billing
13024,1961,billing rates
13025,1961,rates continue
13026,1961,continue grow
13027,1961,grow portfolio
13028,1961,portfolio ministersaustralian
13029,1962,atagi clinical
13030,1962,clinical guidance
13031,1962,guidance covid-
13032,1962,covid- vaccine
13033,1962,vaccine providersaustralian
13034,1963,catholic healthcare
13035,1963,healthcare opens
13036,1963,opens nd
13037,1963,nd home
13038,1963,home southwest
13039,1963,southwest sydneythe
13040,1963,sydneythe weekly
13041,1963,weekly source
13042,1964,million major
13043,1964,major advances
13044,1964,advances medical
13045,1964,medical research
13046,1964,research technologyaustralian
13047,1965,kindred living
13048,1965,living whyalla
13049,1965,whyalla hit
13050,1965,hit sanctions
13051,1965,sanctions quality
13052,1965,quality safety
13053,1965,safety commissionthe
13054,1965,commissionthe weekly
13055,1965,weekly source
13056,1966,victorian completes
13057,1966,completes million
13058,1966,million facility
13059,1966,facility kew
13060,1966,kew melbournethe
13061,1966,melbournethe weekly
13062,1966,weekly source
13063,1967,covid- vaccine
13064,1967,vaccine rollout
13065,1967,rollout track
13066,1967,track begin
13067,1967,begin februaryaustralian
13068,1968,alleged sexual
13069,1968,sexual abuse
13070,1968,abuse home
13071,1968,home resident
13072,1968,resident reported
13073,1968,reported police
13074,1968,police five
