,rec_id,title_word,stem,lem,POS
6040,831,outbreaks,outbreak,outbreak,NNS
6041,831,five,five,five,CD
6042,831,homes,home,home,NNS
6043,831,leads,lead,lead,VBZ
6044,831,defence,defenc,defence,NN
6045,831,force,forc,force,NN
6046,831,interventionabc,interventionabc,interventionabc,NN
6047,831,news,news,news,NN
6048,832,landmark,landmark,landmark,NN
6049,832,pbs,pb,pb,NN
6050,832,listing,list,listing,NN
6051,832,australians,australian,australian,NNS
6052,832,leukaemia,leukaemia,leukaemia,VBP
6053,832,portfolio,portfolio,portfolio,NN
6054,832,ministersaustralian,ministersaustralian,ministersaustralian,NN
6055,833,newsgpantivirals,newsgpantivir,newsgpantivirals,NNS
6056,833,military,militari,military,JJ
6057,833,parachuted,parachut,parachuted,VBD
6058,833,struggles,struggl,struggle,NNS
6059,833,omicronracgp,omicronracgp,omicronracgp,RP
6060,834,concerns,concern,concern,NNS
6061,834,religious,religi,religious,JJ
6062,834,discrimination,discrimin,discrimination,NN
6063,834,bill,bill,bill,NN
6064,834,could,could,could,MD
6065,834,negatively,neg,negatively,RB
6066,834,impact,impact,impact,VB
6067,834,older,older,older,JJR
6068,834,peopletalking,peopletalk,peopletalking,NN
6069,835,lifelines,lifelin,lifeline,NNS
6070,835,crisis,crisi,crisis,NN
6071,835,text,text,text,NN
6072,835,service,servic,service,NN
6073,835,goes,goe,go,VBZ
6074,835,help,help,help,VB
6075,835,australiansaustralian,australiansaustralian,australiansaustralian,JJ
6076,836,peak,peak,peak,JJ
6077,836,bodies,bodi,body,NNS
6078,836,prepare,prepar,prepare,VBP
6079,836,unified,unifi,unified,JJ
6080,836,new,new,new,JJ
6081,836,entitytalking,entitytalk,entitytalking,VBG
6082,837,new,new,new,JJ
6083,837,hope,hope,hope,NN
6084,837,help,help,help,NN
6085,837,wa,wa,wa,VB
6086,837,children,children,child,NNS
6087,837,life-limiting,life-limit,life-limiting,JJ
6088,837,illnessaustralian,illnessaustralian,illnessaustralian,JJ
6089,838,outbreak,outbreak,outbreak,JJ
6090,838,covid-,covid-,covid-,NN
6091,838,linked,link,linked,VBD
6092,838,bentley,bentley,bentley,NN
6093,838,grows,grow,grows,NNS
6094,838,cases,case,case,NNS
6095,838,detected,detect,detected,VBD
6096,838,two,two,two,CD
6097,838,facilitiesabc,facilitiesabc,facilitiesabc,JJ
6098,838,news,news,news,NN
6099,839,increased,increas,increased,VBN
6100,839,funding,fund,funding,NN
6101,839,ovarian,ovarian,ovarian,JJ
6102,839,cancer,cancer,cancer,NN
6103,839,supportaustralian,supportaustralian,supportaustralian,NN
6104,840,new,new,new,JJ
6105,840,cgm,cgm,cgm,NN
6106,840,device,devic,device,NN
6107,840,australians,australian,australian,NNS
6108,840,diabetes,diabet,diabetes,VBZ
6109,840,portfolio,portfolio,portfolio,NN
6110,840,ministersaustralian,ministersaustralian,ministersaustralian,NN
6111,841,dedicated,dedic,dedicated,VBN
6112,841,worker,worker,worker,NN
6113,841,vaccination,vaccin,vaccination,NN
6114,841,hubs,hub,hub,NN
6115,841,open,open,open,JJ
6116,841,nowaustralian,nowaustralian,nowaustralian,JJ
6117,842,new,new,new,JJ
6118,842,peak,peak,peak,NN
6119,842,inclusiveaustralian,inclusiveaustralian,inclusiveaustralian,JJ
6120,842,ageing,age,ageing,NN
6121,842,agenda,agenda,agenda,NN
6122,843,new,new,new,JJ
6123,843,treatment,treatment,treatment,NN
6124,843,australians,australian,australian,NNS
6125,843,rare,rare,rare,JJ
6126,843,blood,blood,blood,NN
6127,843,diseaseaustralian,diseaseaustralian,diseaseaustralian,NN
6128,844,pure,pure,pure,NN
6129,844,spin,spin,spin,VBZ
6130,844,covid-,covid-,covid-,JJ
6131,844,deaths,death,death,NNS
6132,844,receiving,receiv,receiving,VBG
6133,844,palliative,palli,palliative,JJ
6134,844,carehellocare,carehellocar,carehellocare,NN
6135,845,bullying,bulli,bullying,VBG
6136,845,tactics,tactic,tactic,NNS
6137,845,richard,richard,richard,JJ
6138,845,colbeck,colbeck,colbeck,NN
6139,845,denies,deni,denies,NNS
6140,845,resign,resign,resign,VBP
6141,845,deathsthe,deathsth,deathsthe,JJ
6142,845,guardian,guardian,guardian,JJ
6143,845,australia,australia,australia,NN
6144,846,project,project,project,NN
6145,846,targets,target,target,NNS
6146,846,reablement,reablement,reablement,JJ
6147,846,residents,resid,resident,NNS
6148,846,dementiaaustralian,dementiaaustralian,dementiaaustralian,JJ
6149,846,ageing,age,ageing,VBG
6150,846,agenda,agenda,agenda,NN
6151,847,im,im,im,NN
6152,847,tired,tire,tired,VBD
6153,847,lies,lie,lie,NNS
6154,847,sector,sector,sector,NN
6155,847,disrespectedhellocare,disrespectedhellocar,disrespectedhellocare,NN
6156,848,helpless,helpless,helpless,JJ
6157,848,daughters,daughter,daughter,NNS
6158,848,plea,plea,plea,VBP
6159,848,mum,mum,mum,JJ
6160,848,confined,confin,confined,JJ
6161,848,room,room,room,NN
6162,848,daystoowoomba,daystoowoomba,daystoowoomba,NN
6163,848,chronicle,chronicl,chronicle,NN
6164,849,cant,cant,cant,NN
6165,849,leave,leav,leave,VBP
6166,849,get,get,get,NN
6167,849,covid,covid,covid,JJ
6168,849,home,home,home,NN
6169,849,demand,demand,demand,NN
6170,849,soars,soar,soar,VBZ
6171,849,amid,amid,amid,IN
6172,849,australias,australia,australia,JJ
6173,849,crisisthe,crisisth,crisisthe,NN
6174,849,guardian,guardian,guardian,NN
6175,849,australia,australia,australia,NN
6176,850,close,close,close,RB
6177,850,expand,expand,expand,NN
6178,850,allied,alli,allied,VBD
6179,850,training,train,training,NN
6180,850,st,st,st,NN
6181,850,george,georg,george,NN
6182,850,boost,boost,boost,NN
6183,850,workforceaustralian,workforceaustralian,workforceaustralian,JJ
6184,851,workforce,workforc,workforce,NN
6185,851,planning,plan,planning,NN
6186,851,leave,leav,leave,VBP
6187,851,sectorhellocare,sectorhellocar,sectorhellocare,NN
6188,852,moderna,moderna,moderna,NNS
6189,852,vaccine,vaccin,vaccine,VBP
6190,852,rollout,rollout,rollout,NN
6191,852,expanded,expand,expanded,VBN
6192,852,include,includ,include,VBP
6193,852,kids,kid,kid,NNS
6194,852,six,six,six,CD
6195,852,years,year,year,NNS
6196,852,olderaustralian,olderaustralian,olderaustralian,JJ
6198,853,million,million,million,CD
6199,853,improve,improv,improve,JJ
6200,853,aboriginal,aborigin,aboriginal,JJ
6201,853,community,commun,community,NN
6202,853,controlled,control,controlled,VBN
6203,853,service,servic,service,NN
6204,853,infrastructureaustralian,infrastructureaustralian,infrastructureaustralian,NN
6205,854,homes,home,home,NNS
6206,854,closing,close,closing,VBG
6207,854,due,due,due,JJ
6208,854,covid-,covid-,covid-,JJ
6209,854,staff,staff,staff,NN
6210,854,shortages,shortag,shortage,NNS
6211,854,reminder,remind,reminder,VBP
6212,854,providers,provid,provider,NNS
6213,854,duty,duti,duty,VBP
6214,854,carethe,careth,carethe,JJ
6215,854,sistersthe,sistersth,sistersthe,NN
6216,854,donaldson,donaldson,donaldson,NN
6217,854,sisters,sister,sister,NNS
6218,855,woman,woman,woman,NN
6219,855,died,die,died,VBD
6220,855,aggressive,aggress,aggressive,JJ
6221,855,geelong,geelong,geelong,NN
6222,855,incidentgeelong,incidentgeelong,incidentgeelong,RB
6223,855,advertiser,advertis,advertiser,RB
6224,856,end,end,end,NN
6225,856,lockdowns,lockdown,lockdown,VBZ
6226,856,treat,treat,treat,JJ
6227,856,covid-,covid-,covid-,NNS
6228,856,like,like,like,IN
6229,856,flu,flu,flu,NN
6230,856,gastro,gastro,gastro,NN
6231,856,boss,boss,bos,IN
6232,856,saysthe,saysth,saysthe,JJ
6233,856,age,age,age,NN
6234,857,families,famili,family,NNS
6235,857,residents,resid,resident,NNS
6236,857,push,push,push,VBP
6237,857,better,better,better,RB
6238,857,treatment,treatment,treatment,NN
6239,857,homesnews,homesnew,homesnews,NNS
6240,858,become,becom,become,VBN
6241,858,family,famili,family,NN
6242,858,residents,resid,resident,NNS
6243,858,staff,staff,staff,NN
6244,858,live,live,live,VBP
6245,858,sitehellocare,sitehellocar,sitehellocare,NN
6246,859,collaboration,collabor,collaboration,NN
6247,859,tackle,tackl,tackle,NN
6248,859,malnutrition,malnutrit,malnutrition,NN
6249,859,careaustralian,careaustralian,careaustralian,JJ
6250,859,ageing,age,ageing,NN
6251,859,agenda,agenda,agenda,NN
6252,860,new,new,new,JJ
6253,860,pbs,pb,pb,NN
6254,860,listing,list,listing,NN
6255,860,help,help,help,NN
6256,860,fight,fight,fight,NN
6257,860,chronic,chronic,chronic,NN
6258,860,graft,graft,graft,NN
6259,860,versus,versu,versus,NN
6260,860,host,host,host,NN
6261,860,diseaseaustralian,diseaseaustralian,diseaseaustralian,NN
6262,861,two,two,two,CD
6263,861,cases,case,case,NNS
6264,861,covid-,covid-,covid-,JJ
6265,861,confirmed,confirm,confirmed,JJ
6266,861,junipers,junip,juniper,NNS
6267,861,cygnet,cygnet,cygnet,VBP
6268,861,home,home,home,NN
6269,861,bentleyabc,bentleyabc,bentleyabc,NN
6270,861,news,news,news,NN
6271,862,atagi,atagi,atagi,JJ
6272,862,statement,statement,statement,NN
6273,862,defining,defin,defining,VBG
6274,862,up-to-date,up-to-d,up-to-date,JJ
6275,862,status,statu,status,NN
6276,862,covid-,covid-,covid-,NN
6277,862,vaccinationaustralian,vaccinationaustralian,vaccinationaustralian,NN
6278,863,covid-,covid-,covid-,JJ
6279,863,rules,rule,rule,NNS
6280,863,managing,manag,managing,VBG
6281,863,visitors,visitor,visitor,NNS
6282,863,oppose,oppos,oppose,VBP
6283,863,visitation,visit,visitation,NN
6284,863,requirements,requir,requirement,NNS
6285,863,carerussell,carerussel,carerussell,VBP
6286,863,kennedy,kennedi,kennedy,NN
6287,863,lawyers,lawyer,lawyer,NNS
6288,864,extension,extens,extension,NN
6289,864,biosecurity,biosecur,biosecurity,NN
6290,864,measures,measur,measure,NNS
6291,864,protect,protect,protect,VBP
6292,864,remote,remot,remote,JJ
6293,864,communities,commun,community,NNS
6294,864,ntaustralian,ntaustralian,ntaustralian,JJ
6295,865,next,next,next,JJ
6296,865,federal,feder,federal,JJ
6297,865,must,must,must,MD
6298,865,address,address,address,VB
6299,865,national,nation,national,JJ
6300,865,shame,shame,shame,NN
6301,865,carethe,careth,carethe,NN
6302,865,age,age,age,NN
6303,866,interview,interview,interview,NN
6304,866,chris,chri,chris,NN
6305,866,sky,sky,sky,JJ
6306,866,news,news,news,NN
6307,866,kenny,kenni,kenny,VBD
6308,866,kenny,kenni,kenny,NNS
6309,866,report,report,report,NN
6310,866,trikafta,trikafta,trikafta,VBD
6311,866,vaccination,vaccin,vaccination,NN
6312,866,mandates,mandat,mandate,VBZ
6313,866,covid-,covid-,covid-,JJ
6314,866,mortality,mortal,mortality,NN
6315,866,ratesaustralian,ratesaustralian,ratesaustralian,NN
6316,867,become,becom,become,VBN
6317,867,family,famili,family,NN
6318,867,workers,worker,worker,NNS
6319,867,living,live,living,VBG
6320,867,jobthe,jobth,jobthe,NN
6321,867,age,age,age,NN
6322,868,million,million,million,CD
6323,868,research,research,research,NN
6324,868,reduce,reduc,reduce,VB
6325,868,pressure,pressur,pressure,NN
6326,868,emergency,emerg,emergency,NN
6327,868,departmentsaustralian,departmentsaustralian,departmentsaustralian,NN
6328,869,melbourne,melbourn,melbourne,JJ
6329,869,press,press,press,NN
6330,869,conference,confer,conference,NN
6331,869,february,februari,february,JJ
6332,869,important,import,important,JJ
6333,869,announcements,announc,announcement,NNS
6334,869,relation,relat,relation,NN
6335,869,womens,women,woman,VBZ
6336,869,healthaustralian,healthaustralian,healthaustralian,JJ
6337,870,adf,adf,adf,NN
6338,870,keen,keen,keen,JJ
6339,870,helpaustralian,helpaustralian,helpaustralian,JJ
6340,870,ageing,age,ageing,NN
6341,870,agenda,agenda,agenda,NN
6342,871,eligible,elig,eligible,JJ
6343,871,australian,australian,australian,JJ
6344,871,kids,kid,kid,NNS
6345,871,get,get,get,VBP
6346,871,boosteraustralian,boosteraustralian,boosteraustralian,JJ
6347,872,rapid,rapid,rapid,JJ
6348,872,test,test,test,NN
6349,872,shortages,shortag,shortage,NNS
6350,872,inconsistent,inconsist,inconsistent,VBP
6351,872,covid,covid,covid,JJ
6352,872,advice,advic,advice,NN
6353,872,leave,leav,leave,VBP
6354,872,australian,australian,australian,JJ
6355,872,residents,resid,resident,NNS
6356,872,isolatedthe,isolatedth,isolatedthe,JJ
6357,872,guardian,guardian,guardian,JJ
6358,872,australia,australia,australia,NN
6359,873,voters,voter,voter,NNS
6360,873,back,back,back,RB
6361,873,pct,pct,pct,JJ
6362,873,pay,pay,pay,NN
6363,873,rise,rise,rise,NN
6364,873,carenews,carenew,carenews,NNS
6365,874,significant,signific,significant,JJ
6366,874,increase,increas,increase,NN
6367,874,worker,worker,worker,NN
6368,874,pay,pay,pay,NN
6369,874,needed,need,needed,VBN
6370,874,unions,union,union,NNS
6371,874,industry,industri,industry,NN
6372,874,agreethe,agreeth,agreethe,VBZ
6373,874,weekly,weekli,weekly,JJ
6374,874,source,sourc,source,NN
6375,875,southern,southern,southern,JJ
6376,875,cross,cross,cross,NN
6377,875,nsw,nsw,nsw,NN
6378,875,act,act,act,NN
6379,875,blames,blame,blame,VBZ
6380,875,staffing,staf,staffing,VBG
6381,875,shortages,shortag,shortage,NNS
6382,875,closing,close,closing,VBG
6383,875,two,two,two,CD
6384,875,homesthe,homesth,homesthe,JJ
6385,875,weekly,weekli,weekly,JJ
6386,875,source,sourc,source,NN
6387,876,complete,complet,complete,JJ
6388,876,game-changer,game-chang,game-changer,JJ
6389,876,long-promised,long-promis,long-promised,JJ
6390,876,pay,pay,pay,NN
6391,876,rise,rise,rise,NN
6392,876,set,set,set,VBN
6393,876,workershellocare,workershellocar,workershellocare,NN
6394,877,fewer,fewer,fewer,JJR
6395,877,young,young,young,JJ
6396,877,people,peopl,people,NNS
6397,877,homesaustralian,homesaustralian,homesaustralian,JJ
6398,877,ageing,age,ageing,VBG
6399,877,agenda,agenda,agenda,NN
6400,878,supports,support,support,NNS
6401,878,virtus,virtu,virtu,NN
6402,878,oceania,oceania,oceania,VBP
6403,878,asia,asia,asia,NN
6404,878,games,game,game,NNS
6405,878,portfolio,portfolio,portfolio,NN
6406,878,ministersaustralian,ministersaustralian,ministersaustralian,NN
6407,879,nursing,nurs,nursing,VBG
6408,879,union,union,union,NN
6409,879,survey,survey,survey,NN
6410,879,finds,find,find,VBZ
6411,879,one,one,one,CD
6412,879,five,five,five,CD
6413,879,workers,worker,worker,NNS
6414,879,paid,paid,paid,VBD
6415,879,rapid,rapid,rapid,JJ
6416,879,antigen,antigen,antigen,NN
6417,879,testthe,testth,testthe,JJ
6418,879,weekly,weekli,weekly,JJ
6419,879,source,sourc,source,NN
6420,880,south,south,south,JJ
6421,880,australian,australian,australian,JJ
6422,880,hub,hub,hub,NN
6423,880,genomics,genom,genomics,NNS
6424,880,powerhouse,powerhous,powerhouse,VBP
6425,880,fight,fight,fight,JJ
6426,880,canceraustralian,canceraustralian,canceraustralian,NN
6427,881,atagi,atagi,atagi,JJ
6428,881,update,updat,update,NN
6429,881,following,follow,following,VBG
6430,881,weekly,weekli,weekly,JJ
6431,881,covid-,covid-,covid-,JJ
6432,881,meeting,meet,meeting,NN
6433,881,february,februari,february,JJ
6434,881,australian,australian,australian,NN
6435,882,rival,rival,rival,JJ
6436,882,providers,provid,provider,NNS
6437,882,fighting,fight,fighting,VBG
6438,882,nurses,nurs,nurse,NNS
6439,882,amid,amid,amid,IN
6440,882,staff,staff,staff,NN
6441,882,shortagehellocare,shortagehellocar,shortagehellocare,NN
6442,883,nurses,nurs,nurse,NNS
6443,883,celebrated,celebr,celebrated,VBD
6444,883,graduationinside,graduationinsid,graduationinside,JJ
6445,883,ageing,age,ageing,NN
6446,884,hammondcare,hammondcar,hammondcare,NN
6447,884,ceo,ceo,ceo,NN
6448,884,mike,mike,mike,IN
6449,884,baird,baird,baird,NN
6450,884,says,say,say,VBZ
6451,884,increase,increas,increase,VB
6452,884,pay,pay,pay,NN
6453,884,urgently,urgent,urgently,RB
6454,884,neededthe,neededth,neededthe,JJ
6455,884,australian,australian,australian,JJ
6456,884,financial,financi,financial,JJ
6457,884,review,review,review,NN
6458,885,melbourne,melbourn,melbourne,JJ
6459,885,press,press,press,NN
6460,885,conference,confer,conference,NN
6461,885,february,februari,february,JJ
6462,885,novavax,novavax,novavax,JJ
6463,885,vaccine,vaccin,vaccine,NN
6464,885,extension,extens,extension,NN
6465,885,biosecurity,biosecur,biosecurity,NN
6466,885,update,updat,update,JJ
6467,885,covid-,covid-,covid-,JJ
6468,885,measures,measur,measure,NNS
6469,885,parliamentary,parliamentari,parliamentary,JJ
6470,885,rumoursaustralian,rumoursaustralian,rumoursaustralian,NN
6471,886,alzheimers,alzheim,alzheimers,NNS
6472,886,rise,rise,rise,VBP
6473,886,forecast,forecast,forecast,NN
6474,886,homesaustralian,homesaustralian,homesaustralian,JJ
6475,886,ageing,age,ageing,VBG
6476,886,agenda,agenda,agenda,NN
6477,887,staffing,staf,staffing,VBG
6478,887,shortages,shortag,shortage,NNS
6479,887,force,forc,force,VBP
6480,887,two,two,two,CD
6481,887,homes,home,home,NNS
6482,887,closesydney,closesydney,closesydney,VBP
6483,887,morning,morn,morning,NN
6484,887,herald,herald,herald,NN
6485,888,covid-,covid-,covid-,JJ
6486,888,response,respons,response,NN
6487,888,update,updat,update,JJ
6488,888,primary,primari,primary,JJ
6489,888,february,februari,february,JJ
6490,888,australian,australian,australian,NN
6491,889,redress,redress,redress,NN
6492,889,elder,elder,elder,NN
6493,889,abuseaustralian,abuseaustralian,abuseaustralian,JJ
6494,889,ageing,age,ageing,NN
6495,889,agenda,agenda,agenda,NN
6496,890,resapps,resapp,resapps,NN
6497,890,diagnostic,diagnost,diagnostic,JJ
6498,890,app,app,app,NN
6499,890,coming,come,coming,VBG
6500,890,teams,team,team,NNS
6501,890,telehealth,telehealth,telehealth,VBP
6502,890,platformmobihealth,platformmobihealth,platformmobihealth,NN
6503,890,news,news,news,NN
6504,891,bonded,bond,bonded,VBN
6505,891,medical,medic,medical,JJ
6506,891,program,program,program,NN
6507,891,newsletter,newslett,newsletter,NN
6508,891,decemberjanuary,decemberjanuari,decemberjanuary,JJ
6509,891,australian,australian,australian,NN
6510,892,tga,tga,tga,NN
6511,892,approval,approv,approval,NN
6512,892,modernas,moderna,modernas,VBD
6513,892,covid-,covid-,covid-,JJ
6514,892,vaccine,vaccin,vaccine,NN
6515,892,people,peopl,people,NNS
6516,892,years,year,year,NNS
6517,892,olderaustralian,olderaustralian,olderaustralian,JJ
6518,893,interim,interim,interim,JJ
6519,893,guidance,guidanc,guidance,NN
6520,893,managing,manag,managing,VBG
6521,893,workforce,workforc,workforce,NN
6522,893,regards,regard,regard,NNS
6523,893,covid-,covid-,covid-,JJ
6524,893,careaustralian,careaustralian,careaustralian,JJ
6525,894,bringing,bring,bringing,VBG
6526,894,voices,voic,voice,NNS
6527,894,senior,senior,senior,JJ
6528,894,australians,australian,australian,NNS
6529,894,centre,centr,centre,VBP
6530,894,reformaustralian,reformaustralian,reformaustralian,JJ
6531,895,alert,alert,alert,JJ
6532,895,find,find,find,VBP
6533,895,latest,latest,latest,JJS
6534,895,support,support,support,NN
6535,895,home,home,home,NN
6536,895,program,program,program,NN
6537,895,designaustralian,designaustralian,designaustralian,NN
6538,896,protecting,protect,protecting,VBG
6539,896,older,older,older,JJR
6540,896,australians,australian,australian,NNS
6541,896,covid-,covid-,covid-,JJ
6542,896,update,updat,update,JJ
6543,896,january,januari,january,NN
6544,896,australian,australian,australian,NN
6545,897,servicesreport,servicesreport,servicesreport,NN
6546,897,services,servic,service,NNS
6547,897,productivity,product,productivity,NN
6548,897,commission,commiss,commission,NN
6549,898,workers,worker,worker,NNS
6550,898,receive,receiv,receive,VBP
6551,898,two,two,two,CD
6552,898,payments,payment,payment,NNS
6553,898,help,help,help,VBP
6554,898,retain,retain,retain,VB
6555,898,staff,staff,staff,NN
6556,898,amid,amid,amid,IN
6557,898,covid,covid,covid,JJ
6558,898,outbreaksabc,outbreaksabc,outbreaksabc,CD
6559,898,news,news,news,NN
6560,899,australian,australian,australian,JJ
6561,899,youth,youth,youth,NN
6562,899,mental,mental,mental,JJ
6563,899,systems,system,system,NNS
6564,899,abdicated,abdic,abdicated,VBD
6565,899,governmentsthe,governmentsth,governmentsthe,JJ
6566,899,guardian,guardian,guardian,NN
6567,900,pushed,push,pushed,VBN
6568,900,edge,edg,edge,NN
6569,900,australian,australian,australian,JJ
6570,900,providers,provid,provider,NNS
6571,900,facing,face,facing,VBG
6572,900,dire,dire,dire,JJ
6573,900,staff,staff,staff,NN
6574,900,shortages,shortag,shortage,NNS
6575,900,unions,union,union,VBP
6576,900,saythe,sayth,saythe,JJ
6577,900,guardian,guardian,guardian,JJ
6578,900,australia,australia,australia,NN
6579,901,protecting,protect,protecting,VBG
6580,901,older,older,older,JJR
6581,901,australians,australian,australian,NNS
6582,901,preparing,prepar,preparing,VBG
6583,901,covid-,covid-,covid-,JJ
6584,901,outbreakaustralian,outbreakaustralian,outbreakaustralian,JJ
6585,902,one,one,one,CD
6586,902,three,three,three,CD
6587,902,covid-,covid-,covid-,JJ
6588,902,deaths,death,death,NNS
6589,902,carenews,carenew,carenews,NNS
6590,903,sector,sector,sector,NN
6591,903,calls,call,call,VBZ
6592,903,defence,defenc,defence,JJ
6593,903,force,forc,force,NN
6594,903,deployed,deploy,deployed,VBN
6595,903,rejects,reject,reject,VBZ
6596,903,requesttalking,requesttalk,requesttalking,VBG
6597,904,two,two,two,CD
6598,904,anti-viral,anti-vir,anti-viral,JJ
6599,904,covid-,covid-,covid-,JJ
6600,904,treatments,treatment,treatment,NNS
6601,904,approved,approv,approved,VBD
6602,904,portfolio,portfolio,portfolio,NN
6603,904,ministersaustralian,ministersaustralian,ministersaustralian,NN
6604,905,dose,dose,dose,RB
6605,905,good,good,good,JJ
6606,905,durack,durack,durack,NN
6607,905,portfolio,portfolio,portfolio,NN
6608,905,ministersaustralian,ministersaustralian,ministersaustralian,NN
6609,906,put,put,put,VB
6610,906,check-ups,check-up,check-ups,NNS
6611,906,first,first,first,JJ
6612,906,portfolio,portfolio,portfolio,NN
6613,906,ministersaustralian,ministersaustralian,ministersaustralian,NN
6614,907,workers,worker,worker,NNS
6615,907,fear,fear,fear,VBP
6616,907,facilities,facil,facility,NNS
6617,907,unprepared,unprepar,unprepared,VBD
6618,907,omicron,omicron,omicron,RP
6619,907,let,let,let,NN
6620,907,rip,rip,rip,VB
6621,907,approachsbs,approachsb,approachsbs,JJ
6622,907,news,news,news,NN
6623,908,covid-,covid-,covid-,JJ
6624,908,super,super,super,JJ
6625,908,spreader,spreader,spreader,NN
6626,908,variant,variant,variant,NN
6627,908,causing,caus,causing,VBG
6628,908,havoc,havoc,havoc,NN
6629,908,sectortalking,sectortalk,sectortalking,NN
6630,909,return-to-work,return-to-work,return-to-work,NN
6631,909,requirements,requir,requirement,NNS
6632,909,relaxed,relax,relaxed,VBD
6633,909,covid,covid,covid,JJ
6634,909,close,close,close,JJ
6635,909,contacts,contact,contact,NNS
6636,909,south,south,south,VBP
6637,909,australiaabc,australiaabc,australiaabc,JJ
6638,909,news,news,news,NN
6639,910,bupa,bupa,bupa,NN
6640,910,home,home,home,NN
6641,910,newcastle,newcastl,newcastle,RB
6642,910,given,given,given,VBN
6643,910,exceptional,except,exceptional,JJ
6644,910,circumstances,circumst,circumstance,NNS
6645,910,accreditation,accredit,accreditation,NN
6646,910,despite,despit,despite,IN
6647,910,non-complianceabc,non-complianceabc,non-complianceabc,JJ
6648,910,news,news,news,NN
6649,911,queensland,queensland,queensland,RB
6650,911,covid-affected,covid-affect,covid-affected,JJ
6651,911,homes,home,home,NNS
6652,911,visitors,visitor,visitor,NNS
6653,911,policies,polici,policy,NNS
6654,911,may,may,may,MD
6655,911,breach,breach,breach,VB
6656,911,industry,industri,industry,NN
6657,911,codeabc,codeabc,codeabc,NN
6658,911,news,news,news,NN
6659,912,two,two,two,CD
6660,912,years,year,year,NNS
6661,912,covid,covid,covid,JJ
6662,912,fight,fight,fight,NN
6663,912,continues,continu,continues,VBZ
6664,912,portfolio,portfolio,portfolio,NN
6665,912,ministersaustralian,ministersaustralian,ministersaustralian,NN
6666,913,million,million,million,CD
6667,913,expand,expand,expand,NN
6668,913,australias,australia,australia,NNS
6669,913,future,futur,future,JJ
6670,913,medical,medic,medical,JJ
6671,913,research,research,research,NN
6672,913,capabilityaustralian,capabilityaustralian,capabilityaustralian,NN
6673,914,industry,industri,industry,NN
6674,914,stakeholders,stakehold,stakeholder,NNS
6675,914,strike,strike,strike,VBP
6676,914,deal,deal,deal,NN
6677,914,could,could,could,MD
6678,914,lead,lead,lead,VB
6679,914,pay,pay,pay,VB
6680,914,rise,rise,rise,NN
6681,914,australian,australian,australian,JJ
6682,914,workersthe,workersth,workersthe,NN
6683,914,guardian,guardian,guardian,NN
6684,914,australia,australia,australia,NN
6685,915,consumer,consum,consumer,NN
6686,915,peak,peak,peak,NN
6687,915,concerned,concern,concerned,JJ
6688,915,residents,resid,resident,NNS
6689,915,rightstalking,rightstalk,rightstalking,VBG
6690,916,staffing,staf,staffing,VBG
6691,916,crisis,crisi,crisis,NN
6692,916,could,could,could,MD
6693,916,see,see,see,VB
6694,916,exposed,expos,exposed,JJ
6695,916,employees,employe,employee,NNS
6696,916,return,return,return,VBP
6697,916,worksydney,worksydney,worksydney,JJ
6698,916,morning,morn,morning,NN
6699,916,herald,herald,herald,NN
6700,917,covid,covid,covid,JJ
6701,917,spread,spread,spread,NN
6702,917,like,like,like,IN
6703,917,wildfire,wildfir,wildfire,NN
6704,917,homes,home,home,NNS
6705,917,across,across,across,IN
6706,917,battle,battl,battle,NN
6707,917,fresh,fresh,fresh,JJ
6708,917,outbreaksthe,outbreaksth,outbreaksthe,JJ
6709,917,guardian,guardian,guardian,NN
6710,917,australia,australia,australia,JJ
6711,917,australia,australia,australia,NN
6712,918,australian,australian,australian,JJ
6713,918,homes,home,home,NNS
6714,918,locked,lock,locked,VBN
6715,918,due,due,due,JJ
6716,918,covid,covid,covid,NN
6718,918,learnt,learnt,learnt,JJ
6719,918,deaths,death,death,NNS
6720,918,carethe,careth,carethe,POS
6721,918,conversation,convers,conversation,NN
6722,919,thousands,thousand,thousand,NNS
6723,919,residents,resid,resident,NNS
6724,919,infected,infect,infected,VBD
6725,919,sector,sector,sector,NN
6726,919,hits,hit,hit,NNS
6727,919,crisissydney,crisissydney,crisissydney,VBP
6728,919,morning,morn,morning,NN
6729,919,herald,herald,herald,NN
6730,920,heartbreaking,heartbreak,heartbreaking,VBG
6731,920,demoralising,demoralis,demoralising,VBG
6732,920,regulator,regul,regulator,NN
6733,920,intervenes,interven,intervenes,NNS
6734,920,sydney,sydney,sydney,VBD
6735,920,home,home,home,NN
6736,920,covid,covid,covid,NN
6737,920,infectionsthe,infectionsth,infectionsthe,JJ
6738,920,guardian,guardian,guardian,JJ
6739,920,australia,australia,australia,NN
6740,921,minister,minist,minister,NN
6741,921,richard,richard,richard,NN
6742,921,colbeck,colbeck,colbeck,NN
6743,921,went,went,went,VBD
6744,921,ashes,ash,ash,NNS
6745,921,test,test,test,NN
6746,921,day,day,day,NN
6747,921,declined,declin,declined,VBD
6748,921,appear,appear,appear,JJ
6749,921,covid,covid,covid,NN
6750,921,committeethe,committeeth,committeethe,NN
6751,921,guardian,guardian,guardian,JJ
6752,921,australia,australia,australia,NN
6753,922,homes,home,home,NNS
6754,922,continue,continu,continue,VBP
6755,922,battle,battl,battle,NN
6756,922,virus,viru,virus,NN
