,source,published,title,abstract,type,scrapper,label,query_date,query_pattern
25,PLOS ONE,2022-08-25T00:00:00Z,How does the selection of national development zones affect urban green innovation?-Evidence from China,"['\nThe launch of the selection process for National Development Zones(NDZs) marked a fundamental change in the construction of development zones, making it an essential position for local authorities to implement high-quality development. Based on the data of prefecture-level cities in China from 2000 to 2018, this paper examines the impact and mechanism of selecting NDZs on urban green innovation through a double-difference spatial durbin model using the selection of NDZs as a “quasi-natural experiment”. The study finds that the selection of NDZs can promote green innovation in cities and has a significant window-radiating effect. The heterogeneity test results show that the implementation of the selection policy for development zones in non-old industrial cities, large and medium-sized cities, cities with easy access to transportation, and cities with high market orientation are more likely to promote urban green innovation. At the same time, the higher the level of government governance and the better the level of economic development of the development zones, the more it helps to realize the effects of the selection policy. The results of the mechanism test show that the selection of NDZs has a positive impact on urban green innovation through environmental regulation effects, resource allocation effects, and policy amplification effects.\n']",academic:abstract,plos_scrapper.py,construction,20220928T101606,(abstract:construction) AND (injury OR safety OR health OR accident OR stress OR risk OR ohs) NOT (abstract:protein)
26,PLOS Global Public Health,2022-08-24T00:00:00Z,"“In our culture, if you quarantine someone, you stigmatize them”: Qualitative insights on barriers to observing COVID-19 prevention behaviors in Côte d’Ivoire","['\nWhile vaccines are now authorized for use against the SARS-CoV2 virus, they remain inaccessible for much of the world and widespread hesitancy persists. Ending the COVID-19 pandemic depends on continued prevention behaviors such as mask wearing, distancing, hand hygiene, and limiting large gatherings. Research in low- and middle-income countries has focused on the prevalence of adherence and demographic determinants, but there is a need for a nuanced understanding of why people do or do not practice a given prevention behavior. The Breakthrough ACTION project led by Johns Hopkins Center for Communication Programs conducted a qualitative study in November 2020 in Côte d’Ivoire to explore people’s experience with and perceptions of the COVID-19 pandemic. We conducted 24 focus group discussions and 29 in-depth interviews with members of the general population and health providers. This analysis explores barriers and facilitators to seven recommended prevention behaviors with a particular focus on response efficacy, self-efficacy, and social norms. We found these constructs to be salient for participants who generally felt that the behaviors were useful for preventing COVID-19 but were difficult to practice for a variety of reasons. The perception that COVID-19 prevention behaviors were anti-social emerged as a key theme. Behavior change interventions must reframe the recommended behaviors as pro-social, while making them very easy to practice by removing social and structural barriers such as the expense or inaccessibility of masks and hand sanitizer.\n']",academic:abstract,plos_scrapper.py,construction,20220928T101606,(abstract:construction) AND (injury OR safety OR health OR accident OR stress OR risk OR ohs) NOT (abstract:protein)
27,PLOS ONE,2022-08-23T00:00:00Z,Questionnaires of interoception do not assess the same construct,"['\nThere are a number of questionnaires assessing the self-reported trait-like aspect of interoception, also called interoceptive sensibility (ISb). Based on the varying purposes of their development and characteristics, however, it is not likely that they assess exactly the same construct. In a community sample of 265 adults, we examined this assumption for three commonly used questionnaires of ISb, namely the Body Awareness subscale of the Body Perception Questionnaire (BPQ-BA), the Body Awareness Questionnaire (BAQ), and the eight subscales of Multidimensional Assessment of Interoceptive Awareness (MAIA). We investigated their associations, and their relation to positive and negative affect and somatosensory amplification. According to the results of correlation analysis, BPQ-BA, BAQ and MAIA were partly unrelated to each other, partly showed weak to moderate positive associations. Also, differences with respect to their association with positive and negative affect were found. These findings suggest that the investigated questionnaires cannot be used interchangeably to assess the subjective aspect of interoception, and the term ISb is not appropriately defined.\n']",academic:abstract,plos_scrapper.py,construction,20220928T101606,(abstract:construction) AND (injury OR safety OR health OR accident OR stress OR risk OR ohs) NOT (abstract:protein)
28,PLOS ONE,2022-08-19T00:00:00Z,Longitudinal causal effect of modified creatinine index on all-cause mortality in patients with end-stage renal disease: Accounting for time-varying confounders using G-estimation,"['Background: Standard regression modeling may cause biased effect estimates in the presence of time-varying confounders affected by prior exposure. This study aimed to quantify the relationship between declining in modified creatinine index (MCI), as a surrogate marker of lean body mass, and mortality among end stage renal disease (ESRD) patients using G-estimation accounting appropriately for time-varying confounders. Methods: A retrospective cohort of all registered ESRD patients (n = 553) was constructed over 8 years from 2011 to 2019, from 3 hemodialysis centers at Kerman, southeast of Iran. According to changes in MCI, patients were dichotomized to either the decline group or no-decline group. Subsequently the effect of interest was estimated using G-estimation and compared with accelerated failure time (AFT) Weibull models using two modelling strategies. Results: Standard models demonstrated survival time ratios of 0.91 (95% confidence interval [95% CI]: 0.64 to 1.28) and 0.84 (95% CI: 0.58 to 1.23) in patients in the decline MCI group compared to those in no-decline MCI group. This effect was demonstrated to be 0.57 (-95% CI: 0.21 to 0.81) using G-estimation. Conclusion: Declining in MCI increases mortality in patients with ESRD using G-estimation, while the AFT standard models yield biased effect estimate toward the null. ']",academic:abstract,plos_scrapper.py,construction,20220928T101606,(abstract:construction) AND (injury OR safety OR health OR accident OR stress OR risk OR ohs) NOT (abstract:protein)
29,PLOS ONE,2022-08-04T00:00:00Z,Instructing children to construct ideas into products alters children’s creative idea selection in a randomized field experiment,"['\nMany popular pedagogical approaches instruct children to construct their ideas into tangible and physical products. With the prospect of implementation, do children decide to go for the most creative ideas or do they shift towards ideas that are perhaps less creative but easier to construct? We conducted a field experiment to test whether expected construction affects children’s creative idea selection. In this experiment, 403 children were asked to select the most original ideas to make a toy elephant more fun to play with. We randomly assigned them to a treatment condition—in which they were informed they had to construct one of the original ideas that they selected—and a control group—in which children were informed that, after idea selection, they had to perform another task. Children who were instructed to construct the selected idea into a tangible product turned a blind eye to original ideas and preferred the more feasible ideas. Thus, pedagogical approaches that aim to stimulate creativity by instructing children to construct original ideas into tangible and physical products may unintentionally change children’s choices for creative ideas. This finding highlights the importance for educators of guiding children’s decision-making process in creative problem solving, and to be aware of children’s bias against original ideas when designing creative assignments for them.\n']",academic:abstract,plos_scrapper.py,construction,20220928T101606,(abstract:construction) AND (injury OR safety OR health OR accident OR stress OR risk OR ohs) NOT (abstract:protein)
30,PLOS ONE,2022-08-24T00:00:00Z,Regional medical inter-institutional cooperation in medical provider network constructed using patient claims data from Japan,"['\nThe aging world population requires a sustainable and high-quality healthcare system. To examine the efficiency of medical cooperation, medical provider and physician networks were constructed using patient claims data. Previous studies have shown that these networks contain information on medical cooperation. However, the usage patterns of multiple medical providers in a series of medical services have not been considered. In addition, these studies used only general network features to represent medical cooperation, but their expressive ability was low. To overcome these limitations, we analyzed the medical provider network to examine its overall contribution to the quality of healthcare provided by cooperation between medical providers in a series of medical services. This study focused on: i) the method of feature extraction from the network, ii) incorporation of the usage pattern of medical providers, and iii) expressive ability of the statistical model. Femoral neck fractures were selected as the target disease. To build the medical provider networks, we analyzed the patient claims data from a single prefecture in Japan between January 1, 2014 and December 31, 2019. We considered four types of models. Models 1 and 2 use node strength and linear regression, with Model 2 also incorporating patient age as an input. Models 3 and 4 use feature representation by node2vec with linear regression and regression tree ensemble, a machine learning method. The results showed that medical providers with higher levels of cooperation reduce the duration of hospital stay. The overall contribution of the medical cooperation to the duration of hospital stay extracted from the medical provider network using node2vec is approximately 20%, which is approximately 20 times higher than the model using strength.\n']",academic:abstract,plos_scrapper.py,construction,20220928T101606,(abstract:construction) AND (injury OR safety OR health OR accident OR stress OR risk OR ohs) NOT (abstract:protein)
31,PLOS ONE,2022-08-10T00:00:00Z,Spatial and temporal variation of heat islands in the main urban area of Zhengzhou under the two-way influence of urbanization and urban forestry,"['\nUrban heat islands are major factors hindering the quality of present-day urban habitats. The ongoing acceleration of the worldwide urbanization process is leading to an exacerbation of the urban heat island effect; however, urban forestry can mitigate it. For a sustainable urban development, it is particularly important to evaluate the dual effect of both factors on the urban heat island phenomenon. In this study, we focused on Zhengzhou City (China), at the center of the Central Plains Forest City Cluster. The spatial and temporal evolutions of the local urban heat island and vegetation coverage were measured from Landsat 5 and Landsat 8 remote sensing images taken between 2006–2020 and the effects of urban construction and urban forestry on the urban heat island effect were evaluated. The results showed that, in the past 15 years, the high-temperature zone in the urban area of Zhengzhou City has gradually spread from its center to surrounding areas. Within the same period, the whole urban heat island has deteriorated and gradually improved: its area increased by 138.72 km2 between 2006–2014 and decreased by 135.66 km2 between 2014–2020. Notably, the development of vegetation coverage occurred consistently with the improvement of the heat island. A quantitative analysis of the relationship between urban construction, the urban forest, and the urban heat island has shown that factors like population density (representing urban construction), urban planning, and vegetation cover (representing the urban forest) all have an impact on the urban heat island. Based on the dynamic changes of the urban heat island in the urban area of Zhengzhou City between 2006–2020, we conclude that urban forest construction strategies are beginning to bear fruit. Overall, the findings of this study provide a theoretical basis for future urban construction and urban forest construction plans; moreover, they can support landscape pattern optimization and urban heat island mitigation.\n']",academic:abstract,plos_scrapper.py,construction,20220928T101606,(abstract:construction) AND (injury OR safety OR health OR accident OR stress OR risk OR ohs) NOT (abstract:protein)
32,PLOS ONE,2022-08-22T00:00:00Z,From rammed earth to stone wall: Chronological insight into the settlement change of the Lower Xiajiadian culture,"['\nIn this article, we investigate the chronological change of settlements of the Lower Xiajiadian (LXJD) culture in northeast China. On the basis of excavation data, two types of settlements can be identified based on the methods of site construction: earthen (rammed earth/mudbrick) settlements and stone-constructed settlements. After integrating and reanalyzing all published 14C radiocarbon data of different LXJD sites, we argue that there is a clear chronological difference between these two types of settlements. It is revealed by the OxCal model that settlements built with earthen structures are generally earlier than those constructed with stones, and the changes in settlement spatial distribution and constructive material largely happened after 1500 BC. By means of correlation analysis with other related archaeological evidence, we suggest that the underlying social dynamics that contributed to LXJD settlement changes can be explored through multiple prospects.\n']",academic:abstract,plos_scrapper.py,construction,20220928T101606,(abstract:construction) AND (injury OR safety OR health OR accident OR stress OR risk OR ohs) NOT (abstract:protein)
33,PLOS ONE,2022-08-25T00:00:00Z,Can the establishment of state-level urban agglomeration stimulate enterprise innovation?—Taking Yangtze River Delta and Pearl River Delta as an example,"['\nThis study uses a quasi-experimental method, Geographic Regression Discontinuity Design (GRDD), to evaluate the actual effect of establishing Yangtze River Delta and Pearl River Delta urban agglomerations on enterprise innovation. GRDD is a design in which a geographic boundary splits the units into treated and control areas in an as-if random fashion, and the shortest distances from each enterprise’s location to the boundary of urban agglomeration calculated by ArcGIS are considered as the running variable. The actual effect can be identified by the probability of receiving treatment jumps discontinuously at the known cutoff. It is shown that the establishment of Yangtze River Delta and Pearl River Delta urban agglomerations can significantly improve the enterprise innovation, and this outcome is verified by rigorous robustness tests including the placebo test with pseudo-boundary, the bandwidth sensitivity test, the parametric test with different functional forms and the extreme value test. Further, the influence mechanisms of state-level urban agglomerations promoting enterprise innovation are explored by Staggered DID. It is confirmed that the urban agglomeration construction can promote enterprise innovation through financial support and regional coordination channels.\n']",academic:abstract,plos_scrapper.py,construction,20220928T101606,(abstract:construction) AND (injury OR safety OR health OR accident OR stress OR risk OR ohs) NOT (abstract:protein)
34,PLOS ONE,2022-08-24T00:00:00Z,The Key Driver Implementation Scale (KDIS) for practice facilitators: Psychometric testing in the “Southeastern collaboration to improve blood pressure control” trial,"['Background: Practice facilitators (PFs) provide tailored support to primary care practices to improve the quality of care delivery. Often used by PFs, the “Key Driver Implementation Scale” (KDIS) measures the degree to which a practice implements quality improvement activities from the Chronic Care Model, but the scale’s psychometric properties have not been investigated. We examined construct validity, reliability, floor and ceiling effects, and a longitudinal trend test of the KDIS items in the Southeastern Collaboration to Improve Blood Pressure Control trial. Methods: The KDIS items assess a practice’s progress toward implementing: a clinical information system (using their own data to drive change); standardized care processes; optimized team care; patient self-management support; and leadership support. We assessed construct validity and estimated reliability with a multilevel confirmatory factor analysis (CFA). A trend test examined whether the KDIS items increased over time and estimated the expected number of months needed to move a practice to the highest response options. Results: PFs completed monthly KDIS ratings over 12 months for 32 primary care practices, yielding a total of 384 observations. Data was fitted to a unidimensional CFA model; however, parameter fit was modest and could be improved. Reliability was 0.70. Practices started scoring at the highest levels beginning in month 5, indicating low variability. The KDIS items did show an upward trend over 12 months (all p < .001), indicating that practices were increasingly implementing key activities. The expected time to move a practice to the highest response category was 9.1 months for standardized care processes, 10.2 for clinical information system, 12.6 for self-management support, 13.1 for leadership, and 14.3 months for optimized team care. Conclusions: The KDIS items showed acceptable reliability, but work is needed in larger sample sizes to determine if two or more groups of implementation activities are being measured rather than one. ']",academic:abstract,plos_scrapper.py,construction,20220928T101606,(abstract:construction) AND (injury OR safety OR health OR accident OR stress OR risk OR ohs) NOT (abstract:protein)
35,PLOS ONE,2022-08-04T00:00:00Z,Dynamic evaluation of the ecological civilization of Jiangxi Province: GIS and AHP approaches,"['\nFaced with the increasingly severe ecological environment, China promotes the construction of ecological civilization vigorously. Therefore, it is of great significance to adopt scientific, effective and comprehensive methods to evaluate development status of ecological civilization. Based on the panel data from 2010 to 2014, this paper employs GIS and AHP methods to dynamically examine the level of ecological civilization construction in Jiangxi Province. The results indicate that: (1) The ecological civilization construction in Jiangxi Province is 13.23% higher than the national average, whereas there is an imbalance in the development of different cities within the province; (2) The ecological civilization construction in the whole province rises first and then falls; (3) The performances of the cities vary in different dimensions of the construction of ecological civilization that cities in Jiangxi province perform well in the dimension of ecological environment, but perform poorly in the dimension of social development. Finally, we put forward policy recommendations for improving ecological environment to realize harmonious development between human and nature.\n']",academic:abstract,plos_scrapper.py,construction,20220928T101606,(abstract:construction) AND (injury OR safety OR health OR accident OR stress OR risk OR ohs) NOT (abstract:protein)
36,PLOS ONE,2022-08-09T00:00:00Z,The relationships of psychological capital and influence regulation with job satisfaction and job performance,"['Background and aims: The individual difference predictors of positive work attitudes and behaviors have been widely investigated in the field of positive organizational scholarship. However, to date, integrating studies linking positive psychological resources, such as Psychological Capital and influence regulation, with positive organizational outcomes are still scarce. Thus, the main aim of the present study was to examine the relationships of Psychological Capital and influence regulation with job satisfaction and job performance both at the individual and team levels. Methods: Within the cross-sectional multi-source research involving both team leaders and team members from 34 different teams, we examined the relationships of Psychological Capital and influence regulation with job satisfaction and job performance. The relationships of the study variables were based on the positive organizational behavior and the broaden-and-build theory of positive emotions, which suggest the positive relationships of distinct positive psychological resources with positive work outcomes. Accordingly, in addition to the widely accepted concept of Psychological Capital (PsyCap), we employed and analyzed the complimentary construct of influence regulation (i.e., the ability to intentionally share social influence with others in the workplace) both at the individual and group levels. Results: The results of hierarchical linear modeling with 304 individuals from 34 teams from a diverse sample of Polish employees indicated that team members’ PsyCap was positively linked to individual-level job satisfaction and two facets of job performance, i.e. creative performance and in-role performance. In contrast, no relationship was found between influence regulation and job satisfaction or job performance at both levels of analysis. Conclusion: With regard to positive interpersonal resources, the findings highlight the role of PsyCap in predicting job satisfaction and job performance and broaden the understanding of positivity in the workplace by introducing the construct of influence regulation. Also, based on the study results, managerial implications are discussed. ']",academic:abstract,plos_scrapper.py,construction,20220928T101606,(abstract:construction) AND (injury OR safety OR health OR accident OR stress OR risk OR ohs) NOT (abstract:protein)
37,PLOS ONE,2022-09-01T00:00:00Z,Associations of trait emotional intelligence and stress with anxiety in Chinese medical students,"['Background: Medical students are vulnerable to anxiety. Identifying its key influencing factors can potentially benefit both students and their future patients. Trait emotional intelligence (EI) and perceived stress may play important roles in anxiety. The main objective of this study was to examine the associations between trait EI, perceived stress and anxiety among Chinese medical students. Materials and methods: Self-report questionnaires, consisting of the Chinese versions of the Trait Emotional Intelligence Questionnaire-Short Form, the 10-item Perceived Stress Scale, the 7-item Generalized Anxiety Disorder Scale, and demographic section were distributed to 1500 students at three medical universities in China. Hierarchical regression analyses were performed to examine the associations between trait EI, perceived stress and anxiety. Asymptotic and resampling strategies were utilized to examine the mediating effect of perceived stress. Results: A total number of 1388 medical students became final participants. After adjustment for demographics, while trait EI was strongly and negatively associated with anxiety, accounting for 21.1% of its variance, perceived stress was strongly and positively related to anxiety, explaining an additional 10.0% of the variance. Stress appeared to have a mediating effect on the association between trait EI and anxiety in students with high and moderate levels of stress, but not in low stress group. Conclusions: Both constructs of trait EI and perceived stress could be of vital importance to understand anxiety in medical students. Evidence-based strategies to enhance trait EI and reduce perceived stress might be undertaken to prevent and treat anxiety in the students. ']",academic:abstract,plos_scrapper.py,construction,20220928T101606,(abstract:construction) AND (injury OR safety OR health OR accident OR stress OR risk OR ohs) NOT (abstract:protein)
38,PLOS ONE,2022-08-03T00:00:00Z,What socio-demographic characteristics of university students in Southern Germany predict their urban nature connectedness?,"['\nPromoting mental health addresses a global societal challenge. Nature connectedness, or relatedness to natural systems, is associated with increased well-being and mental health. Among urban populations, nature connectedness has been reported as lower. Nature connectedness in urban settings has been somewhat overlooked by researchers. This cross-sectional online study addressed this issue by identifying socio-demographic predictors of urban nature connectedness among 165 students, aged 20 to 40, from the Technical University of Munich. Analysis of the data from 153 female university students was conducted using ordinal regressions, (a) separately and (b) merged with their 12 male counterparts. A separate gender analysis for males could not be performed, due to sample size limitations. Although access to nature and a considerable nature dose in terms of frequency and duration of nature contact were noted, possibly achieved through the engagement in outdoor activities, urban nature connectedness was rather low. Results showed that urban nature connectedness was negatively predicted by living in a rural area and positively predicted by engagement in outdoor activities and increased hours per week spent in nature. This information can help researchers operationalize the construct of urban nature connectedness. Furthermore, it can aid the development of interventions aimed at promoting urban nature connectedness, by encouraging urban inhabitants to (repeatedly) get in contact with and spend time in provided high-quality urban nature (e.g., during outdoor activities). To draw conclusions about causality, further research is required to identify a clear cause-effect relationship between socio-demographic characteristics and urban nature connectedness. Based on a researched dose-response relationship, a(n) (inter)national recommendation for the duration of nature contact should be established to promote urban nature connectedness and, therewith, health in urban inhabitants. Future research should also investigate further potential individual influencing factors, as well as gender and within/between-country differences among urban inhabitants.\n']",academic:abstract,plos_scrapper.py,construction,20220928T101606,(abstract:construction) AND (injury OR safety OR health OR accident OR stress OR risk OR ohs) NOT (abstract:protein)
39,PLoS Computational Biology,2022-09-01T00:00:00Z,PLoS Computational Biology Issue Image | Vol. 18(8) September 2022,"['Habitat loss exacerbates pathogen spread: An Agent-based model of avian influenza infection in migratory waterfowl: Habitat availability determines the distribution of migratory waterfowl along their flyway, which further influences the transmission and spatial spread of avian influenza virus (AIV). The extensive habitat loss in the East Asian-Australasian Flyway (EAAF) may have altered AIV spread and transmission, but those consequences are rarely studied. Yin et al. constructed migration networks that differed in the level of habitat loss and integrated Agent-based model and SIR model to simulate waterfowl migration and AIV transmission. The results suggested that an extensive habitat loss can increase AIV outbreak risk in remaining habitats and facilitate transmission due to larger congregations. Yin et al ']",academic:abstract,plos_scrapper.py,construction,20220928T101606,(abstract:construction) AND (injury OR safety OR health OR accident OR stress OR risk OR ohs) NOT (abstract:protein)
40,PLOS ONE,2022-08-11T00:00:00Z,A graph-based approach to multi-source heterogeneous information fusion in stock market,"['\nThe stock market is an important part of the capital market, and the research on the price fluctuation of the stock market has always been a hot topic for scholars. As a dynamic and complex system, the stock market is affected by various factors. However, with the development of information technology, information presents multisource and heterogeneous characteristics, and the transmission speed and mode of information have changed greatly. The explanation and influence of multi-source and heterogeneous information on stock market price fluctuations need further study. In this paper, a graph fusion and embedding method for multi-source heterogeneous information of Chinese stock market is established. Relational dimension information is introduced to realize the effective fusion of multi-source heterogeneous data information. A multi-attention graph neural network based on nodes and semantics is constructed to mine the implied semantics of fusion graph data and capture the influence of multi-source heterogeneous information on stock market price fluctuations. Experiments show that the proposed multi-source heterogeneous information fusion methods is superior to tensor or vector fusion method, and the constructed multi-attention diagram neural network has a better ability to explain stock market price fluctuations.\n']",academic:abstract,plos_scrapper.py,construction,20220928T101606,(abstract:construction) AND (injury OR safety OR health OR accident OR stress OR risk OR ohs) NOT (abstract:protein)
41,PLOS ONE,2022-08-05T00:00:00Z,China’s non-ferrous metal recycling technology convergence and driving factors: A quadratic assignment procedure analysis based on patent collaboration-based network structural hole,"['\nTechnological convergence is an important organizational innovation capability, essential for improving the core competitiveness of green and sustainable industries. However, studies have mainly focused on measuring technological convergence and have ignored the factors that affect the capabilities of such convergence capabilities. Thus, this study attempts to bridge this gap by providing an in-depth analysis of the impact of structural holes in inter-organizational technical cooperation networks. This technological convergence is studied from the perspective of a patent. It also considers the moderating effects of the degree of patent cooperation and the cooperation distance. It employs the social network theory to construct inter-organizational patent cooperation, and technological convergence networks, to facilitate the analysis of the effect of structural holes on such a convergence. It empirically examines 52 non-ferrous metal recycling organizations, with close patent cooperation. Accordingly, the structural hole constraint index by the inter-organizational patent cooperation network, shows a positive U-shaped curve relationship with technology convergence. Moreover, the degree of inter-organizational patent cooperation strengthens the positive U-shaped relationship, and the distance of cooperation weakens the influence of the structural hole constraint index on technology convergence. Therefore, managers and policymakers should encourage more industry-academia-research or patent alliances and designate policies to promote such cooperation.\n']",academic:abstract,plos_scrapper.py,construction,20220928T101606,(abstract:construction) AND (injury OR safety OR health OR accident OR stress OR risk OR ohs) NOT (abstract:protein)
42,PLOS ONE,2022-08-11T00:00:00Z,"Development of a simple and versatile in vitro method for production, stimulation, and analysis of bioengineered muscle","['\nIn recent years, 3D in vitro modeling of human skeletal muscle has emerged as a subject of increasing interest, due to its applicability in basic studies or screening platforms. These models strive to recapitulate key features of muscle architecture and function, such as cell alignment, maturation, and contractility in response to different stimuli. To this end, it is required to culture cells in biomimetic hydrogels suspended between two anchors. Currently available protocols are often complex to produce, have a high rate of breakage, or are not adapted to imaging and stimulation. Therefore, we sought to develop a simplified and reliable protocol, which still enabled versatility in the study of muscle function. In our method, we have used human immortalized myoblasts cultured in a hydrogel composed of MatrigelTM and fibrinogen, to create muscle strips suspended between two VELCROTM anchors. The resulting muscle constructs show a differentiated phenotype and contractile activity in response to electrical, chemical and optical stimulation. This activity is analyzed by two alternative methods, namely contraction analysis and calcium analysis with Fluo-4 AM. In all, our protocol provides an optimized version of previously published methods, enabling individual imaging of muscle bundles and straightforward analysis of muscle response with standard image analysis software. This system provides a start-to-finish guide on how to produce, validate, stimulate, and analyze bioengineered muscle. This ensures that the system can be quickly established by researchers with varying degrees of expertise, while maintaining reliability and similarity to native muscle.\n']",academic:abstract,plos_scrapper.py,construction,20220928T101606,(abstract:construction) AND (injury OR safety OR health OR accident OR stress OR risk OR ohs) NOT (abstract:protein)
43,PLOS ONE,2022-08-11T00:00:00Z,Housing starts and the associated wood products carbon storage by county by Shared Socioeconomic Pathway in the United States,"['\nHarvested wood products found in the built environment are an important carbon sink, helping to mitigate climate change, and their trends in use are determined by economic and demographic factors, which vary spatially. Spatially detailed projections of construction and stored carbon are needed for industry and public decision making, including for appreciating trends in values at risk from catastrophic disturbances. We specify econometric models of single-family and multifamily housing starts by U.S. Census Region, design a method for their spatial downscaling to the county level, and project their quantities and carbon content according to the five Shared Socioeconomic Pathways (SSPs). Starts are projected to decline across all scenarios and potentially drop to below housing replacement levels under SSP3 by mid-century. Wood products carbon stored nationally in structures in use and in landfills is projected to grow across all scenarios but with significant spatial heterogeneity related to disparate trends in construction across counties, ranging from strong growth in the urban counties of the coastal South and West to stagnation in rural counties of the Great Plains and the northern Rockies. The estimated average annual carbon stored in wood products used in and discarded from US residential housing units between 2015–2070 ranged from 51 million t CO2e in SSP3 to 85 million t CO2e in SSP5, representing 47% to 78% of total carbon uptake relative to uptake by all wood products in the United States in 2019.\n']",academic:abstract,plos_scrapper.py,construction,20220928T101606,(abstract:construction) AND (injury OR safety OR health OR accident OR stress OR risk OR ohs) NOT (abstract:protein)
44,PLOS Computational Biology,2022-08-18T00:00:00Z,Habitat loss exacerbates pathogen spread: An Agent-based model of avian influenza infection in migratory waterfowl,"['\nHabitat availability determines the distribution of migratory waterfowl along their flyway, which further influences the transmission and spatial spread of avian influenza viruses (AIVs). The extensive habitat loss in the East Asian-Australasian Flyway (EAAF) may have potentially altered the virus spread and transmission, but those consequences are rarely studied. We constructed 6 fall migration networks that differed in their level of habitat loss, wherein an increase in habitat loss resulted in smaller networks with fewer sites and links. We integrated an agent-based model and a susceptible-infected-recovered model to simulate waterfowl migration and AIV transmission. We found that extensive habitat loss in the EAAF can 1) relocate the outbreaks northwards, responding to the distribution changes of wintering waterfowl geese, 2) increase the outbreak risk in remaining sites due to larger goose congregations, and 3) facilitate AIV transmission in the migratory population. In addition, our modeling output was in line with the predictions from the concept of “migratory escape”, i.e., the migration allows the geese to “escape” from the location where infection risk is high, affecting the pattern of infection prevalence in the waterfowl population. Our modeling shed light on the potential consequences of habitat loss in spreading and transmitting AIV at the flyway scale and suggested the driving mechanisms behind these effects, indicating the importance of conservation in changing spatial and temporal patterns of AIV outbreaks.\nAuthor summary: What are the possible consequences of extensive habitat loss on the spread and transmission of avian influenza viruses (AIVs)? We used a logistic regression model to select the suitable habitats of Greater white-fronted goose Anser albifrons in the East Asian-Australasian Flyway, which has extensive habitat loss and seasonal passing waterfowl population. We treated these habitats as sites to construct 6 fall migration networks by removing sites in order of habitat loss (i.e., site removal). We then simulated geese migration in these networks and explored the impacts of habitat loss on AIV spread and transmission. We found that extensive habitat loss can cause relocation of the geese and outbreaks and promote the AIV spread and transmission. Our modeling outputs also suggested a “migratory escape” pattern for changing the spatial and temporal pattern of infection prevalence in the population. Overall, our study showed that habitat loss can affect AIV spread and transmission, suggesting the importance of habitat conservation in changing the spatial and temporal pattern of disease prevalence. ']",academic:abstract,plos_scrapper.py,construction,20220928T101606,(abstract:construction) AND (injury OR safety OR health OR accident OR stress OR risk OR ohs) NOT (abstract:protein)
45,PLOS ONE,2022-08-31T00:00:00Z,Shared and unique interoceptive deficits in high alexithymia and neuroticism,"['\nInteroception is the perception of internal bodily signals. It is considered fundamental to developing emotional awareness. For this reason, interoceptive deficits are often associated with alexithymia, a condition characterized by difficulty identifying feelings (DIF), difficulty describing feelings (DDF), and an externally-oriented style of thinking (EOT). Yet, the atypical interoception found in alexithymia might be of a similar type and/or more serious than those found in other partially overlapping constructs that entail emotional difficulties and behavioural patterns associated with specific emotional styles. Our study explores this issue by examining the relationship between the interoceptive deficits associated with alexithymia and the Big Five personality traits. A non-clinical sample (N = 504) completed the Toronto Alexithymia Scale, the Big Five Inventory and the Multidimensional Assessment of Interoceptive Awareness. Data were analysed using a network analytic approach that conceives psychological traits as networks of interacting symptoms. The estimated network highlighted that EOT is the alexithymia component least associated with interoception and most associated with lower Openness to Experience. Conversely, DIF and Neuroticism are, respectively, the dimensions of alexithymia and the Big Five most highly associated with interoception. We also compared interoceptive abilities in the four groups of participants whose scores were a) high for both alexithymia and neuroticism, b) high only for alexithymia c), high only for neuroticism, and d) low for both. High alexithymia was especially associated with the tendency to ignore sensations of pain or discomfort, while neuroticism was more indicative of the tendency to worry about these sensations. These results suggest that while high alexithymia and neuroticism share some interoceptive deficits, others are unique to alexithymia and contribute to overall lower interoceptive ability in this condition. Our findings suggest that interventions to enhance awareness of bodily sensations can be beneficial especially for profiles who present high neuroticism and alexithymia.\n']",academic:abstract,plos_scrapper.py,construction,20220928T101606,(abstract:construction) AND (injury OR safety OR health OR accident OR stress OR risk OR ohs) NOT (abstract:protein)
46,PLOS ONE,2022-08-08T00:00:00Z,A network analysis of problematic smartphone use in Japanese young adults,"['Background: We aimed to explore the overall network structure of problematic smartphone use symptoms assessed by smartphone addiction scale-short version (SAS-SV) and to identify which items could play important roles in the network. Methods: 487 college and university students filled out the study questionnaire, including SAS-SV. We constructed a regularized partial correlation network among the 10 items of SAS-SV. We calculated three indices of node centrality: strength, closeness, and betweenness, to quantify the importance of each SAS-SV item. Results: We identified 34 edges in the estimated network. In the given network, one item pertaining to withdrawal symptom hadthe highest strength and high closeness centrality. Additionally, one item related to preoccupation was also found to have high centrality indices. Conclusion: Our results indicating the central role of one withdrawal symptom and one preoccupation symptom in the symptom network of problematic smartphone use in young adults were in line with a previous study targeting school-age children. Longitudinal study designs are required to elicit the role of these central items on the formation and maintenance of this behavioral problem. ']",academic:abstract,plos_scrapper.py,construction,20220928T101606,(abstract:construction) AND (injury OR safety OR health OR accident OR stress OR risk OR ohs) NOT (abstract:protein)
